,Unnamed: 0,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG
10,24589,27 W 20TH ST STE 601,NEW YORK,0.0,61206,133131629,60595,36061.0,27 W 20TH ST NEW YORK NY 10011-3728,ADVERTISING PHOTOGRAPHER OF AMERICA INC,A40,0.0,61207,NY,27 W 20TH ST,Visual Arts,10011-3728,10011.0,A40,40.7434266,-73.9998517
11,26167,432 PARK AVE S FL 6,NEW YORK,4594550.0,0,130417765,8925540,36061.0,432 PARK AVE S NEW YORK NY 10016-8013,ADVERTISING RESEARCH FOUNDATION INC,A03,4102814.0,8979330,NY,432 PARK AVE S,Professional Societies & Associations,10016-8013,10016.0,A03,40.7442156,-73.9836536
12,32487,4534 COURT SQ,LONG IS CITY,0.0,0,136356709,303411,36081.0,4534 COURT SQ LONG IS CITY NY 11101-4301,MOSAIC AND TERRAZZO VACATION FUND,A40,140325.0,145344,NY,4534 COURT SQ,Visual Arts,11101-4301,11101.0,A40,40.745984,-73.943678
13,32581,JPMORGAN CHASE BANK NA 1 CHASE,NEW YORK,12500.0,0,133364852,482906,36061.0,JPMORGAN CHASE BANK NA 1 CHASE NEW YORK NY 10005-0000,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,A40,537195.0,537531,NY,JPMORGAN CHASE BANK NA 1 CHASE,Visual Arts,10005-0000,10005.0,A40,,
14,32688,10916 JAMAICA AVE,RICHMOND HILL,113717.0,198599,116102176,201039,36081.0,10916 JAMAICA AVE RICHMOND HILL NY 11418-2334,NATIONAL ASSOCIATION OF LETTER CARRIERS,A23,0.0,198599,NY,10916 JAMAICA AVE,Cultural & Ethnic Awareness,11418-2334,11418.0,A23,40.6996924,-73.8321223
15,32947,207 CANAL ST FL 3,NEW YORK,0.0,45280,262752840,38317,36061.0,207 CANAL ST NEW YORK NY 10013-4125,CHAO CHIU ASSOCIATION INC,A20,0.0,45280,NY,207 CANAL ST,Arts & Culture,10013-4125,10013.0,A20,40.7173646,-73.9987509
16,33294,2038 DAVIDSON AVE,BRONX,0.0,38211,203834646,33453,36005.0,2038 DAVIDSON AVE BRONX NY 10453-4652,LATINO ASSOCIATION OF TAX PREPARERS INC,A23,0.0,38211,NY,2038 DAVIDSON AVE,Cultural & Ethnic Awareness,10453-4652,10453.0,A23,40.8535385,-73.9084643499483
17,35289,156 WEST 56 TH STREET NO 1804,NEW YORK,0.0,8690,222701258,158342,36061.0,156 WEST 56 TH STREET NO NEW YORK NY 10019-0000,BOOKBINDERS GUILD OF NEW YORK INC,A20,134232.0,142993,NY,156 WEST 56 TH STREET NO,Arts & Culture,10019-0000,10019.0,A20,,
18,36425,60 E 42ND ST STE 2214,NEW YORK,0.0,0,133341914,146449,36061.0,60 E 42ND ST NEW YORK NY 10165-6232,GRUPPO ESPONENTI ITALIANI INC,A23,194760.0,194760,NY,60 E 42ND ST,Cultural & Ethnic Awareness,10165-6232,10165.0,A23,40.7523028,-73.9784305
19,37503,15711 22ND AVE,WHITESTONE,0.0,5839,133851772,8248,36081.0,15711 22ND AVE WHITESTONE NY 11357-3910,AMICI DI NARO CLUB S CALOGERO INC,A23,0.0,5839,NY,15711 22ND AVE,Cultural & Ethnic Awareness,11357-3910,11357.0,A23,40.778234,-73.806263
20,38672,62 BAYARD STREET,NEW YORK,0.0,6000,133353621,10390,36061.0,62 BAYARD STREET NEW YORK NY 10013-4938,SU KAI CHIN ASSOCIATION INC,A23,0.0,6366,NY,62 BAYARD STREET,Cultural & Ethnic Awareness,10013-4938,10013.0,A23,40.7155673,-73.9979039
21,38764,56 W 45TH ST STE 705,NEW YORK,44000.0,0,133211019,401105,36061.0,56 W 45TH ST NEW YORK NY 10036-4215,INDIAN DIAMOND & COLORSTONE ASSOC INC,A23,406801.0,408010,NY,56 W 45TH ST,Cultural & Ethnic Awareness,10036-4215,10036.0,A23,40.756142,-73.9818767173633
22,38994,150 W 28TH ST STE 801,NEW YORK,187000.0,1000,133183002,619967,36061.0,150 W 28TH ST NEW YORK NY 10001-6181,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,A23,767909.0,771739,NY,150 W 28TH ST,Cultural & Ethnic Awareness,10001-6181,10001.0,A23,40.7467748,-73.9928099028647
23,40180,C/O P BERNSTEIN 121 ST JOHNS PL,BROOKLYN,0.0,6250,237166317,20390,36047.0,C/O P BERNSTEIN 121 ST JOHNS PL BROOKLYN NY 11217-0000,PROFESSIONAL PHOTOGRAPHERS OF GREATER NY INC,A40,14357.0,20639,NY,C/O P BERNSTEIN 121 ST JOHNS PL,Visual Arts,11217-0000,11217.0,A40,,
24,41451,99 PARK AVE RM 1830,NEW YORK,150000.0,0,237411166,312943,36061.0,99 PARK AVE NEW YORK NY 10016-1613,LIBERIAN SHIPOWNERS COUNCIL LTD,A23,325675.0,327394,NY,99 PARK AVE,Cultural & Ethnic Awareness,10016-1613,10016.0,A23,40.7504324,-73.9785908
25,42968,125 W 55TH ST,NEW YORK,0.0,0,131583260,6721,36061.0,125 W 55TH ST NEW YORK NY 10019-5369,STATION REPRESENTATIVES ASSOCIATION INC,A01,0.0,3087,NY,125 W 55TH ST,Alliances & Advocacy,10019-5369,10019.0,A01,40.7636759,-73.9792182
26,47417,205 LEXINGTON AVE RM 901,NEW YORK,466421.0,601248,136149730,1263890,36061.0,205 LEXINGTON AVE NEW YORK NY 10016-6022,ART DEALERS ASSOCIATION OF AMERICA INC,A03,300750.0,1234154,NY,205 LEXINGTON AVE,Professional Societies & Associations,10016-6022,10016.0,A03,40.7452208,-73.9804111
27,49815,770 BROADWAY 7TH FLOOR,NEW YORK,0.0,0,952786905,292332,36061.0,770 BROADWAY NEW YORK NY 10003-9522,INTERNATIONAL THEATRE EQUIPMENT ASSOCIATION INC,A65,291059.0,345967,NY,770 BROADWAY,Theater,10003-9522,10003.0,A65,40.7308477,-73.9915391
28,49895,770 BROADWAY 7TH FLOOR,NEW YORK,0.0,0,160876072,126889,36061.0,770 BROADWAY NEW YORK NY 10003-9595,NATO THEATRE OWNERS OF NEW YORK STATE INC,A65,84410.0,84489,NY,770 BROADWAY,Theater,10003-9595,10003.0,A65,40.7308477,-73.9915391
29,50115,247 W 37TH ST FRNT 5,NEW YORK,59247.0,0,135493557,131575,36061.0,247 W 37TH ST FRNT NEW YORK NY 10018-5129,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,A23,86375.0,86877,NY,247 W 37TH ST FRNT,Cultural & Ethnic Awareness,10018-5129,10018.0,A23,,
30,53192,1501 BROADWAY NO 6TH FL,NEW YORK,0.0,0,136976195,0,36061.0,1501 BROADWAY NO NEW YORK NY 10036-5601,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,A68,0.0,22055,NY,1501 BROADWAY NO,Music,10036-5601,10036.0,A68,,
31,54365,255 E 36TH ST,NEW YORK,0.0,0,131182895,61540,36061.0,255 E 36TH ST NEW YORK NY 10016-0000,NEW YORK PRESS PHOTOGRAPHERS ASSN INC,A40,46078.0,56192,NY,255 E 36TH ST,Visual Arts,10016-0000,10016.0,A40,40.7464415714286,-73.9756046666667
32,60475,1 HANOVER SQ,NEW YORK,98089.0,0,135156110,732713,36061.0,1 HANOVER SQ NEW YORK NY 10004-0000,INDIA HOUSE INC,A23,272491.0,2320826,NY,1 HANOVER SQ,Cultural & Ethnic Awareness,10004-0000,10004.0,A23,40.7046221,-74.009704
33,61930,630 NINTH AVE NO 609,NEW YORK,107283.0,0,330274349,1206721,36061.0,630 NINTH AVE NO NEW YORK NY 10036-0000,PLASA NORTH AMERICA,A01,720760.0,1011058,NY,630 NINTH AVE NO,Alliances & Advocacy,10036-0000,10036.0,A01,,
34,65110,729 SEVENTH AVE 5 FL,NEW YORK,2829438.0,0,130951470,7420556,36061.0,729 SEVENTH AVE NEW YORK NY 10019-0000,THE BROADWAY LEAGUE INC,A03,4317733.0,9406248,NY,729 SEVENTH AVE,Professional Societies & Associations,10019-0000,10019.0,A03,42.7948248,-73.9554193
35,71028,PO BOX 260001,BELLROSE,0.0,37026,30560682,54021,36081.0,,RAJPUT CULTURAL SOCIETY OF NORTH AMERICA,A23,0.0,37026,NY,,Cultural & Ethnic Awareness,11426-0001,11426.0,A23,,
36,71477,126 UNIVERSITY PL APT 5,NEW YORK,180140.0,360149,135606408,506197,36061.0,126 UNIVERSITY PL NEW YORK NY 10003-4571,NATIONAL LAWYERS GUILD,A20,131602.0,525989,NY,126 UNIVERSITY PL,Arts & Culture,10003-4571,10003.0,A20,40.73491955,-73.9922924589038
37,73644,484 W 43RD ST APT 45E,NEW YORK,,3900,133047540,4388,36061.0,484 W 43RD ST NEW YORK NY 10036-6327,DANCE FOUNTAIN INC,A62,0.0,3900,NY,484 W 43RD ST,Dance,10036-6327,10036.0,A62,40.7599913,-73.9948326
38,75716,37 OVERLOOK TER APT 3E,NEW YORK,,9500,201575771,30797,36061.0,37 OVERLOOK TER NEW YORK NY 10033-2214,SELF-HELP ASSOCIATION OF AMERICAN RUSSIAN ELDERLY,A23,18665.0,28165,NY,37 OVERLOOK TER,Cultural & Ethnic Awareness,10033-2214,10033.0,A23,40.8530863,-73.9367486524676
39,82046,340 W 55TH ST APT 10B,NEW YORK,,90000,352237120,73941,36061.0,340 W 55TH ST NEW YORK NY 10019-3753,MUSIC ACCORD INC,A68,0.0,90000,NY,340 W 55TH ST,Music,10019-3753,10019.0,A68,40.765922,-73.9855961128434
40,87960,2926 UNION ST,FLUSHING,,0,271199435,59217,36081.0,2926 UNION ST FLUSHING NY 11354-2201,KOREAN-AMERICAN PHARMACISTS ASSOCIATION OF NY INC,A23,4387.0,86575,NY,2926 UNION ST,Cultural & Ethnic Awareness,11354-2201,11354.0,A23,,
41,88736,79TH STREET AND,NEW YORK,,0,136117924,114869,36061.0,79TH STREET AND NEW YORK NY 10024-0000,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,118865.0,118962,NY,79TH STREET AND,Museums,10024-0000,10024.0,A50,40.7841188,-73.9796967
42,89478,PO BOX 250807,NEW YORK,,0,300379922,19655,36061.0,,ETHIOPIAN EDIR MUTUAL ASSISTANCE ASSOCIATION IN NEW YORK INC,A23,27400.0,29026,NY,,Cultural & Ethnic Awareness,10025-1509,10025.0,A23,,
43,91992,205 W 38TH ST RM 5W,NEW YORK,,83361,133670200,80524,36061.0,205 W 38TH ST NEW YORK NY 10018-4417,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,A23,0.0,83361,NY,205 W 38TH ST,Cultural & Ethnic Awareness,10018-4417,10018.0,A23,40.7538227,-73.9889979
44,96777,319 E 24TH ST APT 16A,NEW YORK,,0,132857251,68855,36061.0,319 E 24TH ST NEW YORK NY 10010-4042,DECORATIVE FABRICS ASSOCIATION INC,A40,70021.0,70021,NY,319 E 24TH ST,Visual Arts,10010-4042,10010.0,A40,40.7381955,-73.9790431123541
45,98047,575 MADISON AVE STE 25TH FL,NEW YORK,,20603,274105116,52172,36061.0,575 MADISON AVE STE NEW YORK NY 10022-2511,FRENCH ENTREPRENEURSHIP FRIENDSHIP SOCIETY INC,A23,72454.0,93057,NY,575 MADISON AVE STE,Cultural & Ethnic Awareness,10022-2511,10022.0,A23,40.7617911,-73.9724122408202
46,98960,45-25 162ND ST,FLUSHING,,51539,113261970,101335,36081.0,45-25 162ND ST FLUSHING NY 11358-3279,KOREAN AIR CONDITIONING & REFRIG ASSOC OF NY INC,A23,0.0,51583,NY,45-25 162ND ST,Cultural & Ethnic Awareness,11358-3279,11358.0,A23,,
47,99309,641 LEXINGTON AVE STE 1430,NEW YORK,,0,135313975,14862,36061.0,641 LEXINGTON AVE NEW YORK NY 10022-4503,PERUVIAN-AMERICAN ASSOCIATION INC,A23,13210.0,13210,NY,641 LEXINGTON AVE,Cultural & Ethnic Awareness,10022-4503,10022.0,A23,40.758877,-73.9696440951276
48,99948,575 MADISON AVE FL 25,NEW YORK,,74765,133835380,34625,36061.0,575 MADISON AVE NEW YORK NY 10022-8509,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,A23,6725.0,81513,NY,575 MADISON AVE,Cultural & Ethnic Awareness,10022-8509,10022.0,A23,40.7617911,-73.9724122408202
49,103423,26A DOGWOOD DR,STATEN ISLAND,,40806,133358453,46325,36085.0,26A DOGWOOD DR STATEN ISLAND NY 10312-1608,U S S INTREPID ASSOCIATION INC,A12,28320.0,71531,NY,26A DOGWOOD DR,Fund Raising & Fund Distribution,10312-1608,10312.0,A12,40.55144235,-74.1982982522603
50,104211,210 11TH AVE RM 1103,NEW YORK,,0,131589984,29053,36061.0,210 11TH AVE NEW YORK NY 10001-1224,WOOLMARK AMERICAS INC,A60,56761.0,56648,NY,210 11TH AVE,Performing Arts,10001-1224,10001.0,A60,40.7499809,-74.0059903
51,105824,79TH ST AND CENTRAL PARK W,NEW YORK,,0,237240585,56333,36061.0,79TH ST AND CENTRAL PARK W NEW YORK NY 10024-0000,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,59322.0,59322,NY,79TH ST AND CENTRAL PARK W,Museums,10024-0000,10024.0,A50,,
52,106623,41 2ND ST,BROOKLYN,,0,113057468,48992,36047.0,41 2ND ST BROOKLYN NY 11231-0000,BROOKLYN CHAPTER OF THE AMER INST OF ARCHITECTS,A03,49025.0,92525,NY,41 2ND ST,Professional Societies & Associations,11231-0000,11231.0,A03,40.67888585,-73.99365065
53,106748,PO BOX 872,NEW YORK,,0,133568008,30992,36061.0,,PRIVATE ART DEALERS ASSOCIATION INC,A03,32072.0,32204,NY,,Professional Societies & Associations,10021-0002,10021.0,A03,,
54,111597,27 WEST 24TH ST,NEW YORK,,14685,205651093,9536,36061.0,27 WEST 24TH ST NEW YORK NY 10010-3290,ALLIANCE FOR HISPANIC PUBLCIRELATIONS INC,A23,0.0,14685,NY,27 WEST 24TH ST,Cultural & Ethnic Awareness,10010-3290,10010.0,A23,40.7431207,-73.9909146
55,113112,45 E 85TH ST,NEW YORK,,0,134218359,149780,36061.0,45 E 85TH ST NEW YORK NY 10028-0957,ASSOCIATION OF ART MUSEUM CURATORS,A50,135790.0,135888,NY,45 E 85TH ST,Museums,10028-0957,10028.0,A50,40.77995665,-73.9584282722251
56,113967,275 7TH AVENUE ROOM NO 18TH FL,NEW YORK,,0,130876693,21704,36061.0,275 7TH AVENUE ROOM NO NEW YORK NY 10001-6708,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,A23,860.0,15190,NY,275 7TH AVENUE ROOM NO,Cultural & Ethnic Awareness,10001-6708,10001.0,A23,,
57,114027,7105 3RD AVE,BROOKLYN,,0,274355678,0,36047.0,7105 3RD AVE BROOKLYN NY 11209-1308,SOCIETY OF ARAB AMERICAN ARCHITECTS AND ENGINEERS INC,A03,0.0,0,NY,7105 3RD AVE,Professional Societies & Associations,11209-1308,11209.0,A03,40.6340368367347,-74.0266312244898
58,116295,890 BROADWAY,NEW YORK,,0,300459786,2780,36061.0,890 BROADWAY NEW YORK NY 10003-1211,ABT DANCERS BENEFIT TR FUND,A62,0.0,70,NY,890 BROADWAY,Dance,10003-1211,10003.0,A62,40.7265273,-73.9958473
59,116709,SEAN MCGOVERN 9230 SPRINGFIELD BLVD,QUEENS VILLAGE,,0,131426099,18808,36081.0,SEAN MCGOVERN 9230 SPRINGFIELD BLVD QUEENS VILLAGE NY 11428-0000,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,A23,750.0,17046,NY,SEAN MCGOVERN 9230 SPRINGFIELD BLVD,Cultural & Ethnic Awareness,11428-0000,11428.0,A23,,
60,117577,44-01 FRANCIS LEWIS BLVD,BAYSIDE,,97485,113383944,59564,36081.0,44-01 FRANCIS LEWIS BLVD BAYSIDE NY 11361-3028,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,A23,0.0,97672,NY,44-01 FRANCIS LEWIS BLVD,Cultural & Ethnic Awareness,11361-3028,11361.0,A23,,
61,120176,243 5TH AVE RM 236,NEW YORK,,10740,132990527,207906,36061.0,243 5TH AVE NEW YORK NY 10016-8703,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,A68,184160.0,195617,NY,243 5TH AVE,Music,10016-8703,10016.0,A68,40.7442273,-73.9867585
62,123809,45 WEST 14TH STREET,NEW YORK,,0,135502139,70122,36061.0,45 WEST 14TH STREET NEW YORK NY 10011-7419,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,A40,60545.0,60545,NY,45 WEST 14TH STREET,Visual Arts,10011-7419,10011.0,A40,40.737016,-73.9956108
63,124921,2366 CONY IS AVE,BROOKLYN,,0,112022650,145438,36047.0,2366 CONY IS AVE BROOKLYN NY 11223-0000,AUTO BODY CRAFTSMENS GUILD INC,A40,154656.0,154656,NY,2366 CONY IS AVE,Visual Arts,11223-0000,11223.0,A40,,
64,125155,299 BROADWAY STE 208,NEW YORK,,0,131101367,140648,36061.0,299 BROADWAY NEW YORK NY 10007-4107,NEW YORK SOCIETY OF ARCHITECTS,A03,118823.0,128273,NY,299 BROADWAY,Professional Societies & Associations,10007-4107,10007.0,A03,40.715001,-74.0058329
65,127809,4602 30TH AVE,ASTORIA,,16182,112803536,12390,36081.0,4602 30TH AVE ASTORIA NY 11103-1264,BORGETTO CULTURAL ASSOC M S S ADDOLORATA DEL ROMITELLO INC,A23,1470.0,16874,NY,4602 30TH AVE,Cultural & Ethnic Awareness,11103-1264,11103.0,A23,40.7619845,-73.9109117
66,130375,7254 65TH PL,GLENDALE,0.0,0,113097379,219376,36081.0,7254 65TH PL GLENDALE NY 11385-6930,SERBIAN ASSOCIATION OF NEW YORK INC,A23,75975.0,219376,NY,7254 65TH PL,Cultural & Ethnic Awareness,11385-6930,11385.0,A23,40.6996382,-73.8886334
67,130377,,,0.0,1824,113123913,52285,,,MALTESE CTR INC,A23,12218.0,40570,NY,,Cultural & Ethnic Awareness,11102-0000,11102.0,A23,,
68,130386,PO BOX 300182,BROOKLYN,0.0,9000,113163244,1189,36047.0,,COUNCIL OF BARBADIAN ORGANIZATIONS INC NEW YORK,A23,0.0,-926,NY,,Cultural & Ethnic Awareness,11230-0182,11230.0,A23,,
69,130401,,,0.0,0,113234458,72429,,,MOVEMENT OF THE CHILDREN DANCENTER INC,A62,74897.0,74897,NY,,Dance,11436-0000,11436.0,A62,,
70,130568,536 LAGUARDIA PL,NEW YORK,1222413.0,0,131505524,3219276,36061.0,536 LAGUARDIA PL NEW YORK NY 10012-1401,AMERICAN INSTITUTE OF ARCHITECTS,A40,2047720.0,3054440,NY,536 LAGUARDIA PL,Visual Arts,10012-1401,10012.0,A40,40.7284321903634,-73.9987806079963
71,130710,14602 89TH AVE,JAMAICA,0.0,0,133154895,84581,36059.0,14602 89TH AVE JAMAICA NY 11435-0000,INDIAN DENTAL ASSOCIATION USA INC,A23,71163.0,71763,NY,14602 89TH AVE,Cultural & Ethnic Awareness,11435-0000,11435.0,A23,40.704672,-73.805648
72,130719,509 E 78TH ST APT 1B,NEW YORK,0.0,0,133190575,51853,36047.0,509 E 78TH ST NEW YORK NY 10075-0000,AMERICAN SOCIETY OF MEDIA PHOTOGRAPHERS INC,A40,0.0,47563,NY,509 E 78TH ST,Visual Arts,10075-0000,10075.0,A40,40.7704761,-73.950121
73,130744,201 E 17TH ST APT 28J,NEW YORK,0.0,1243,133302569,37216,36061.0,201 E 17TH ST NEW YORK NY 10003-3681,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,A54,27830.0,29698,NY,201 E 17TH ST,History Museums,10003-3681,10003.0,A54,40.735227,-73.9853644
74,130757,,,0.0,0,133395530,131007,,,CHUNG KUO KUO MIN TANG INC,A23,24544.0,124591,NY,,Cultural & Ethnic Awareness,10013-0000,10013.0,A23,,
75,130873,3 W 18TH ST,NEW YORK,0.0,0,134017838,28610,36061.0,3 W 18TH ST NEW YORK NY 10011-4610,ASSOCIATION OF MUSIC PRODUCERS INC,A68,0.0,27783,NY,3 W 18TH ST,Music,10011-4610,10011.0,A68,40.7389549,-73.9923463
76,130981,45 EAST 33RD STREET,NEW YORK,0.0,11500,135562400,59066,36061.0,45 EAST 33RD STREET NEW YORK NY 10016-5336,SOCIAL SERVICE DEPARTMENT OF THE WORKMENS CIRCLE,A23,0.0,27296,NY,45 EAST 33RD STREET,Cultural & Ethnic Awareness,10016-5336,10016.0,A23,40.74689385,-73.9823742098881
77,131016,400 LAFAYETTE ST FL 4,NEW YORK,0.0,0,136092225,8345,36061.0,400 LAFAYETTE ST NEW YORK NY 10003-6900,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,A40,0.0,12493,NY,400 LAFAYETTE ST,Visual Arts,10003-6900,10003.0,A40,40.7280641,-73.9932516
78,132203,,Brooklyn,0.0,57824,201925554,56460,,,AMERICAN CONTEMPORARY MUSIC ENSEMBLE,A6C,0.0,57824,NY,,Bands & Ensembles,11201-0000,11201.0,A6C,,
79,133187,,,0.0,0,205965679,21044,,,ENGLISH SUCCESS INC,A23,0.0,33390,NY,,Cultural & Ethnic Awareness,11372-0000,11372.0,A23,,
80,133423,,,0.0,33085,208794205,17789,,,ASIAN AMERICAN RESTAURANT ASSOCIATION CORP,A23,0.0,33085,NY,,Cultural & Ethnic Awareness,11237-0000,11237.0,A23,,
81,134091,419 PARK AVENUE SOUTH #12,NEW YORK,0.0,0,223199519,0,,419 PARK AVENUE SOUTH #12 NEW YORK NY 10016-0000,ASSOC OF INDIAN IN CONSTRUCTION IND INC,A23,0.0,8080,NY,419 PARK AVENUE SOUTH #12,Cultural & Ethnic Awareness,10016-0000,10016.0,A23,,
82,137640,25 W 18TH ST,NEW YORK,0.0,0,260178352,363582,8031.0,25 W 18TH ST NEW YORK NY 10011-0000,UNION OF NEEDLETRADES INDUSTRIAL & TEXTILE EMPLOYEES,A40,330288.0,338491,NY,25 W 18TH ST,Visual Arts,10011-0000,10011.0,A40,40.73938405,-73.9931550851469
83,137859,,New York,0.0,0,261164518,13752,,,WOODFIELD COLUMBIA PIKE ACQUISITION COMPANY,A60,1034735.0,1034735,NY,,Performing Arts,10163-0000,10163.0,A60,,
84,137860,,New York,0.0,0,261164583,13752,,,WOODFIELD COLUMBIA PIKE FUNDING COMPANY,A60,1034735.0,1034735,NY,,Performing Arts,10163-0000,10163.0,A60,,
85,138528,,New York,0.0,0,263215961,-171388,,,LINDBERGH VISTA ACQUISITION COMPANY,A60,0.0,1661945,NY,,Performing Arts,10163-0000,10163.0,A60,,
86,138703,433 3RD ST APT 3,BROOKLYN,0.0,0,263634787,29071,36047.0,433 3RD ST BROOKLYN NY 11215-2910,INTERNATIONAL ASSOCIATION OF PROFESSINAL ART ADVISORS UNITED ST,A03,0.0,29562,NY,433 3RD ST,Professional Societies & Associations,11215-2910,11215.0,A03,40.6716532,-73.9805279
87,139418,,Brooklyn,63000.0,164275,270365871,173367,,,AMERICAN BRANCH OF WORLD CONGRESS OF RUSSIAN JEWRY INC,A23,0.0,164275,NY,,Cultural & Ethnic Awareness,11223-0000,11223.0,A23,,
88,139703,129 W 67TH ST,NEW YORK,0.0,0,270958315,23763,,129 W 67TH ST NEW YORK NY 10023-0000,SPECIAL MUSIC SCHOOL PTA,A6E,32080.0,42398,NY,129 W 67TH ST,Performing Arts Schools,10023-0000,10023.0,A6E,40.7752346,-73.9829549
89,148215,1300 MORRIS PARK AVE STE B502,BRONX,0.0,0,510192888,81945,36005.0,1300 MORRIS PARK AVE BRONX NY 10461-1900,NEW YORK OBSTETRICAL SOCIETY INC,A69,70172.0,79893,NY,1300 MORRIS PARK AVE,Symphony Orchestras,10461-1900,10461.0,A69,40.851003,-73.844241
90,152369,1251 AVE OF THE AMERICAS 35TH FLR,NEW YORK,0.0,0,621599839,0,36061.0,1251 AVE OF THE AMERICAS NEW YORK NY 10020-1104,CORDOVA CREEK APARTMENTS INC,A23,0.0,2527580,NY,1251 AVE OF THE AMERICAS,Cultural & Ethnic Awareness,10020-1104,10020.0,A23,40.7600411,-73.9818903421781
