,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG,TITLE_NAME
22,22,43396,2926 UNION ST,FLUSHING,,0,271199435,44084,36081.0,2926 UNION ST FLUSHING NY 11354-2201,KOREAN-AMERICAN PHARMACISTS ASSOCIATION OF NY INC,A23,17880.0,40379,NY,2926 UNION ST,Cultural & Ethnic Awareness,11354-2201,11354.0,A23,,,Korean-American Pharmacists Association of NY Inc.
23,23,44029,4534 COURT SQ,LONG IS CITY,,0,136356709,10712,36081.0,4534 COURT SQ LONG IS CITY NY 11101-4301,MOSAIC AND TERRAZZO VACATION FUND,A40,5103.0,8743,NY,4534 COURT SQ,Visual Arts,11101-4301,11101.0,A40,40.745984,-73.943678,Mosaic and Terrazzo Vacation Fund
24,24,45735,PO BOX 660086,FLUSHING,,0,112099939,16188,36081.0,,JAMAICA ESTATES ASSOCIATION INC,A23,11970.0,14570,NY,,Cultural & Ethnic Awareness,11366-0086,11366.0,A23,,,Jamaica Estates Association Inc.
25,25,46881,2366 CONEY ISLAND AVENUE,BROOKLYN,,0,112022650,154037,36047.0,2366 CONEY ISLAND AVENUE BROOKLYN NY 11223-5002,AUTO BODY CRAFTSMENS GUILD INC,A40,150936.0,150936,NY,2366 CONEY ISLAND AVENUE,Visual Arts,11223-5002,11223.0,A40,40.59926955,-73.96162137854759,Auto Body Craftsmens Guild Inc.
26,26,48437,254 W 35TH ST FL 17,NEW YORK,,121478,133670200,125320,36061.0,254 W 35TH ST NEW YORK NY 10001-2504,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,A23,0.0,121478,NY,254 W 35TH ST,Cultural & Ethnic Awareness,10001-2504,10001.0,A23,40.75237905,-73.9923441971525,Korean Apparel Manufactures Association of Greater New York Inc.
27,27,49191,247 W 37TH ST FRNT 5,NEW YORK,,29732,135493557,121046,36061.0,247 W 37TH ST FRNT NEW YORK NY 10018-5129,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,A23,115951.0,145685,NY,247 W 37TH ST FRNT,Cultural & Ethnic Awareness,10018-5129,10018.0,A23,,,Cemetery Dept of the Workmens Circle Inc.
28,28,51671,44-01 FRANCIS LEWIS BLVD,BAYSIDE,,99034,113383944,125606,36081.0,44-01 FRANCIS LEWIS BLVD BAYSIDE NY 11361-3028,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,A23,0.0,99171,NY,44-01 FRANCIS LEWIS BLVD,Cultural & Ethnic Awareness,11361-3028,11361.0,A23,,,Korean Medical Pracitioner Association of Greater New York Inc.
29,29,53295,275 7TH AVENUE ROOM 18TH FL,NEW YORK,,0,130876693,19785,36061.0,275 7TH AVENUE ROOM NEW YORK NY 10001-6708,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,A23,1140.0,13911,NY,275 7TH AVENUE ROOM,Cultural & Ethnic Awareness,10001-6708,10001.0,A23,,,United Italian American Labor Council Inc.
30,30,53355,1501 BROADWAY,NEW YORK,,0,136976195,0,36061.0,1501 BROADWAY NEW YORK NY 10036-5601,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,A68,0.0,30491,NY,1501 BROADWAY,Music,10036-5601,10036.0,A68,40.7572684,-73.9866623406083,American Federation of Musicians of the US & Canada
31,31,53703,890 BROADWAY,NEW YORK,,0,300459786,30666,36061.0,890 BROADWAY NEW YORK NY 10003-1211,ABT DANCERS BENEFIT TR FUND,A62,0.0,189,NY,890 BROADWAY,Dance,10003-1211,10003.0,A62,40.7265273,-73.9958473,Abt Dancers Benefit Tr Fund
32,32,56380,C/O CONSTANTIN 575 MADISON AVE,NEW YORK,,26000,274105116,98335,36061.0,C/O CONSTANTIN 575 MADISON AVE NEW YORK NY 10022-0000,FRENCH ENTREPRENEURSHIP FRIENDSHIP SOCIETY INC,A23,59595.0,85595,NY,C/O CONSTANTIN 575 MADISON AVE,Cultural & Ethnic Awareness,10022-0000,10022.0,A23,,,French Entrepreneurship Friendship Society Inc.
33,33,56766,C/O CONSTANTIN ASSOCIATES - 575 MAD,NEW YORK,,53750,133835380,42125,36061.0,C/O CONSTANTIN ASSOCIATES - 575 MAD NEW YORK NY 10022-0000,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,A23,4425.0,58320,NY,C/O CONSTANTIN ASSOCIATES - 575 MAD,Cultural & Ethnic Awareness,10022-0000,10022.0,A23,,,Committee of French Speaking Societies Inc.
34,34,56796,C/O45-25 162ND STREET,FLUSHING,,106450,113261970,106788,36081.0,C/O45-25 162ND STREET FLUSHING NY 11358-0000,KOREAN AIR CONDITIONING & REFRIG ASSOC OF NY INC,A23,0.0,106988,NY,C/O45-25 162ND STREET,Cultural & Ethnic Awareness,11358-0000,11358.0,A23,,,Korean Air Conditioning & Refrig Association of NY Inc.
35,35,60085,45 W 14TH ST,NEW YORK,,0,135502139,68364,36061.0,45 W 14TH ST NEW YORK NY 10011-7419,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,A40,71484.0,71484,NY,45 W 14TH ST,Visual Arts,10011-7419,10011.0,A40,40.737016,-73.9956108,International Union of Painters and Allied Trades
36,36,64378,2322 STEINWAY ST,ASTORIA,,3032,113238845,60776,36081.0,2322 STEINWAY ST ASTORIA NY 11105-1913,A I A QUEENS INC,A40,64683.0,67935,NY,2322 STEINWAY ST,Visual Arts,11105-1913,11105.0,A40,,,a I a Queens Inc.
37,37,64557,3 WEST 18TH STREET,NEW YORK,,70264,134017838,77874,36061.0,3 WEST 18TH STREET NEW YORK NY 10011-4610,ASSOCIATION OF MUSIC PRODUCERS INC,A68,0.0,70264,NY,3 WEST 18TH STREET,Music,10011-4610,10011.0,A68,40.7389549,-73.9923463,Association of Music Producers Inc.
38,38,65110,45 E 85TH ST,NEW YORK,,0,134218359,141537,36061.0,45 E 85TH ST NEW YORK NY 10028-0957,ASSOCIATION OF ART MUSEUM CURATORS,A50,145034.0,154857,NY,45 E 85TH ST,Museums,10028-0957,10028.0,A50,40.77995665,-73.95842827222509,Association of Art Museum Curators
39,39,66104,SEAN MCGOVERN 9230 SPRINGFIELD BLVD,QUEENS VILLAGE,,0,131426099,24138,36081.0,SEAN MCGOVERN 9230 SPRINGFIELD BLVD QUEENS VILLAGE NY 11428-0000,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,A23,800.0,34793,NY,SEAN MCGOVERN 9230 SPRINGFIELD BLVD,Cultural & Ethnic Awareness,11428-0000,11428.0,A23,,,United Irish Counties Association of New York Inc.
40,40,68865,52 VANDERBILT 20TH FL,NEW YORK,0.0,60368,521902671,122148,36061.0,52 VANDERBILT NEW YORK NY 10017-3808,BRITISH-AMERICAN BUSINESS COUNCIL,A23,54260.0,114627,NY,52 VANDERBILT,Cultural & Ethnic Awareness,10017-3808,10017.0,A23,40.754203600000004,-73.97720079999999,British-American Business Council
41,41,73753,27 W 20TH ST STE 601,NEW YORK,0.0,55792,133131629,54115,36061.0,27 W 20TH ST NEW YORK NY 10011-3728,ADVERTISING PHOTOGRAPHER OF AMERICA INC,A40,0.0,55793,NY,27 W 20TH ST,Visual Arts,10011-3728,10011.0,A40,40.7434266,-73.9998517,Advertising Photographer of America Inc.
42,42,76543,132 DELANCY ST 2ND FL,NEW YORK,345000.0,1048714,203132925,841941,36061.0,132 DELANCY ST NEW YORK NY 10002-3325,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,A68,0.0,1050849,NY,132 DELANCY ST,Music,10002-3325,10002.0,A68,,,American Association of Independent Music Inc.
43,43,76877,NEW YORK TERMINAL MKT RM C27,BRONX,0.0,147095,133071647,147095,36005.0,NEW YORK TERMINAL MKT BRONX NY 10474-0000,KOREAN PRODUCE ASSOCIATION INC,A23,0.0,147095,NY,NEW YORK TERMINAL MKT,Cultural & Ethnic Awareness,10474-0000,10474.0,A23,,,Korean Produce Association Inc.
44,44,77923,PO BOX 260001,BELLROSE,0.0,66992,30560682,64831,36081.0,,RAJPUT CULTURAL SOCIETY OF NORTH AMERICA,A23,0.0,66992,NY,,Cultural & Ethnic Awareness,11426-0001,11426.0,A23,,,Rajput Cultural Society of North America
45,45,78860,35-30 FARRINGTON ST 2FL,FLUSHING,0.0,162386,113212678,149923,36081.0,35-30 FARRINGTON ST FLUSHING NY 11354-2827,KOREAN-AMERICAN NAIL SALON ASSOCIATION OF NEW YORK INC,A23,0.0,162386,NY,35-30 FARRINGTON ST,Cultural & Ethnic Awareness,11354-2827,11354.0,A23,,,Korean-American Nail Salon Association of New York Inc.
46,46,80440,1000 FIFTH AVENUE,NEW YORK,17914.0,0,131956457,433436,36061.0,1000 FIFTH AVENUE NEW YORK NY 10028-0113,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,457081.0,457545,NY,1000 FIFTH AVENUE,Museums,10028-0113,10028.0,A50,42.7976632,-73.9527343,American Federation of State County & Municipal Employees
47,47,89709,41 2ND ST,BROOKLYN,0.0,55525,113057468,42231,36047.0,41 2ND ST BROOKLYN NY 11231-4801,BROOKLYN CHAPTER AMERICAN INSTITUTE OF ARCHITECTS,A03,0.0,99099,NY,41 2ND ST,Professional Societies & Associations,11231-4801,11231.0,A03,40.67888585,-73.99365065,Brooklyn Chapter American Institute of Architects
48,48,93069,536 LAGUARDIA PL,NEW YORK,1461604.0,1533607,131505524,3992697,36061.0,536 LAGUARDIA PL NEW YORK NY 10012-1401,AMERICAN INSTITUTE OF ARCHITECTS,A40,2387123.0,4130706,NY,536 LAGUARDIA PL,Visual Arts,10012-1401,10012.0,A40,40.7284321903634,-73.9987806079963,American Institute of Architects
49,49,102260,207 CANAL ST FL 3,NEW YORK,0.0,237012,262752840,135771,36061.0,207 CANAL ST NEW YORK NY 10013-4125,CHAO CHIU ASSOCIATION INC,A20,0.0,237012,NY,207 CANAL ST,Arts & Culture,10013-4125,10013.0,A20,40.7173646,-73.9987509,Chao Chiu Association Inc.
50,50,103015,156 WEST 56 TH STREET NO 1804,NEW YORK,0.0,15000,222701258,109535,36061.0,156 WEST 56 TH STREET NO NEW YORK NY 10019-0000,BOOKBINDERS GUILD OF NEW YORK INC,A20,102929.0,117976,NY,156 WEST 56 TH STREET NO,Arts & Culture,10019-0000,10019.0,A20,,,Bookbinders Guild of New York Inc.
51,51,103113,56 W 45TH ST STE 705,NEW YORK,44000.0,0,133211019,411571,36061.0,56 W 45TH ST NEW YORK NY 10036-4215,INDIAN DIAMOND & COLORSTONE ASSOC INC,A23,435857.0,437981,NY,56 W 45TH ST,Cultural & Ethnic Awareness,10036-4215,10036.0,A23,40.756142,-73.9818767173633,Indian Diamond & Colorstone Association Inc.
52,52,103114,10916 JAMAICA AVE,RICHMOND HILL,81773.0,207227,116102176,200336,36081.0,10916 JAMAICA AVE RICHMOND HILL NY 11418-2334,NATIONAL ASSOCIATION OF LETTER CARRIERS,A23,0.0,207227,NY,10916 JAMAICA AVE,Cultural & Ethnic Awareness,11418-2334,11418.0,A23,40.699692399999996,-73.8321223,National Association of Letter Carriers
53,53,103927,JPMORGAN CHASE BANK NA 1 CHASE,NEW YORK,11023.0,0,133364852,384920,36061.0,JPMORGAN CHASE BANK NA 1 CHASE NEW YORK NY 10005-0000,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,A40,563563.0,610632,NY,JPMORGAN CHASE BANK NA 1 CHASE,Visual Arts,10005-0000,10005.0,A40,,,Corning Glass Works Ltd Salaried Employees
54,54,105010,125 W 55TH ST,NEW YORK,0.0,0,131583260,2959,36061.0,125 W 55TH ST NEW YORK NY 10019-5369,STATION REPRESENTATIVES ASSOCIATION INC,A01,0.0,3275,NY,125 W 55TH ST,Alliances & Advocacy,10019-5369,10019.0,A01,40.763675899999996,-73.9792182,Station Representatives Association Inc.
55,55,111301,150 W 28TH ST STE 801,NEW YORK,226500.0,186520,133183002,726778,36061.0,150 W 28TH ST NEW YORK NY 10001-6181,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,A23,647275.0,845483,NY,150 W 28TH ST,Cultural & Ethnic Awareness,10001-6181,10001.0,A23,40.7467748,-73.9928099028647,Arab Bankers Association of North America Inc.
56,56,114338,729 SEVENTH AVENUE 5TH FLOOR,NEW YORK,3274133.0,1092557,130951470,7587315,36061.0,729 SEVENTH AVENUE NEW YORK NY 10019-6831,THE BROADWAY LEAGUE INC,A03,7441193.0,9360554,NY,729 SEVENTH AVENUE,Professional Societies & Associations,10019-6831,10019.0,A03,42.794824799999994,-73.9554193,the Broadway League Inc.
57,57,114594,62 BAYARD STREET,NEW YORK,0.0,0,133353621,8467,36061.0,62 BAYARD STREET NEW YORK NY 10013-4938,SU KAI CHIN ASSOCIATION INC,A23,0.0,391,NY,62 BAYARD STREET,Cultural & Ethnic Awareness,10013-4938,10013.0,A23,40.7155673,-73.99790390000001,Su Kai Chin Association Inc.
58,58,114968,630 9TH AVE STE 609,NEW YORK,719466.0,0,330274349,1668895,36061.0,630 9TH AVE NEW YORK NY 10036-3748,PLASA NORTH AMERICA,A01,1141670.0,1506229,NY,630 9TH AVE,Alliances & Advocacy,10036-3748,10036.0,A01,40.7597501,-73.991404,Plasa North America
59,59,116102,60 E 42ND ST STE 2214,NEW YORK,0.0,0,133341914,100884,36061.0,60 E 42ND ST NEW YORK NY 10165-6232,GRUPPO ESPONENTI ITALIANI INC,A23,72240.0,72240,NY,60 E 42ND ST,Cultural & Ethnic Awareness,10165-6232,10165.0,A23,40.7523028,-73.9784305,Gruppo Esponenti Italiani Inc.
60,60,117913,385 5TH AVE RM 1110,NEW YORK,0.0,23825,133443010,89980,36061.0,385 5TH AVE NEW YORK NY 10016-3340,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,A23,40712.0,64545,NY,385 5TH AVE,Cultural & Ethnic Awareness,10016-3340,10016.0,A23,40.74954279999999,-73.9835108,National Chinese American Jewelry Association Inc.
61,61,118647,99 PARK AVE RM 1830,NEW YORK,191722.0,0,237411166,292488,36061.0,99 PARK AVE NEW YORK NY 10016-1613,LIBERIAN SHIPOWNERS COUNCIL LTD,A23,312042.0,313090,NY,99 PARK AVE,Cultural & Ethnic Awareness,10016-1613,10016.0,A23,40.750432399999994,-73.97859079999999,Liberian Shipowners Council Ltd
62,62,126008,770 BROADWAY 7TH FLOOR,NEW YORK,0.0,0,160876072,210635,36061.0,770 BROADWAY NEW YORK NY 10003-9595,NATO THEATRE OWNERS OF NEW YORK STATE INC,A65,51817.0,72927,NY,770 BROADWAY,Theater,10003-9595,10003.0,A65,40.7308477,-73.9915391,Nato Theatre Owners of New York State Inc.
63,63,126062,205 LEXINGTON AVE RM 901,NEW YORK,453166.0,918029,136149730,1577989,36061.0,205 LEXINGTON AVE NEW YORK NY 10016-6022,ART DEALERS ASSOCIATION OF AMERICA INC,A03,300493.0,1626877,NY,205 LEXINGTON AVE,Professional Societies & Associations,10016-6022,10016.0,A03,40.7452208,-73.9804111,Art Dealers Association of America Inc.
64,64,129174,770 BROADWAY 7TH FLOOR,NEW YORK,0.0,0,952786905,372608,36061.0,770 BROADWAY NEW YORK NY 10003-9522,INTERNATIONAL THEATRE EQUIPMENT ASSOCIATION INC,A65,307871.0,308432,NY,770 BROADWAY,Theater,10003-9522,10003.0,A65,40.7308477,-73.9915391,International Theatre Equipment Association Inc.
65,65,129402,432 PARK AVE S FL 6,NEW YORK,1357563.0,5163468,130417765,10362006,36061.0,432 PARK AVE S NEW YORK NY 10016-8013,ADVERTISING RESEARCH FOUNDATION INC,A03,4708974.0,10197515,NY,432 PARK AVE S,Professional Societies & Associations,10016-8013,10016.0,A03,40.744215600000004,-73.9836536,Advertising Research Foundation Inc.
66,66,131349,2038 DAVIDSON AVE,BRONX,0.0,44703,203834646,40774,36005.0,2038 DAVIDSON AVE BRONX NY 10453-4652,LATINO ASSOCIATION OF TAX PREPARERS INC,A23,0.0,44703,NY,2038 DAVIDSON AVE,Cultural & Ethnic Awareness,10453-4652,10453.0,A23,40.8535385,-73.9084643499483,Latino Association of Tax Preparers Inc.
67,67,131996,126 UNIVERSITY PL APT 5,NEW YORK,231105.0,388922,135606408,564213,36061.0,126 UNIVERSITY PL NEW YORK NY 10003-4571,NATIONAL LAWYERS GUILD,A20,90334.0,498303,NY,126 UNIVERSITY PL,Arts & Culture,10003-4571,10003.0,A20,40.73491955,-73.9922924589038,National Lawyers Guild
68,68,136787,3206 CLARENDON RD,BROOKLYN,13150.0,15600,113216404,138405,36047.0,3206 CLARENDON RD BROOKLYN NY 11226-6418,CARIBBEAN CUP INC,A23,110171.0,125856,NY,3206 CLARENDON RD,Cultural & Ethnic Awareness,11226-6418,11226.0,A23,40.64316485,-73.9465375829545,Caribbean Cup Inc.
69,69,137394,210 11TH AVE RM 1103,NEW YORK,464663.0,0,131589984,3229384,36061.0,210 11TH AVE NEW YORK NY 10001-1224,WOOLMARK AMERICAS INC,A60,80902.0,3137264,NY,210 11TH AVE,Performing Arts,10001-1224,10001.0,A60,40.749980900000004,-74.0059903,Woolmark Americas Inc.
70,70,137851,200 EASTERN PKWY,BROOKLYN,3476.0,0,116042353,108764,36047.0,200 EASTERN PKWY BROOKLYN NY 11238-6052,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,111916.0,111933,NY,200 EASTERN PKWY,Museums,11238-6052,11238.0,A50,40.670910799999994,-73.96331573047141,American Federation of State County & Municipal Employees
71,71,138646,246 W END AVE APT 9G,NEW YORK,,0,208475100,93485,36061.0,246 W END AVE NEW YORK NY 10023-3623,APPLIED IMPROVISATION NETWORK,A6C,103386.0,103414,NY,246 W END AVE,Bands & Ensembles,10023-3623,10023.0,A6C,40.7792453,-73.9846737,Applied Improvisation Network
72,72,625,PO BOX 720335,JACKSON HTS,,18865,112688282,34743,36081.0,,JACKSON HEIGHTS ART CLUB INC,A25,30830.0,50162,NY,,Arts Education,11372-0335,11372.0,A25,,,Jackson Heights Art Club Inc.
73,73,629,45 4TH AVE,BROOKLYN,184142.0,316210,112726558,716339,36047.0,45 4TH AVE BROOKLYN NY 11217-1903,DANCEWAVE INC,A62,497586.0,821954,NY,45 4TH AVE,Dance,11217-1903,11217.0,A62,40.682959999999994,-73.9790255,Dancewave Inc.
74,74,675,289 WASHINGTON AVENUE NO GROUND,BROOKLYN,,48850,113284094,52068,36047.0,289 WASHINGTON AVENUE NO GROUND BROOKLYN NY 11205-4202,THEATRE THREE COLLABORATIVE INC,A65,2551.0,51401,NY,289 WASHINGTON AVENUE NO GROUND,Theater,11205-4202,11205.0,A65,,,Theatre Three Collaborative Inc.
75,75,680,8384 116TH ST APT 2K,RICHMOND HILL,,43577,113338875,99502,36081.0,8384 116TH ST RICHMOND HILL NY 11418-3470,THE RAJKUMARI CULTURAL CENTER INC,A23,6600.0,50177,NY,8384 116TH ST,Cultural & Ethnic Awareness,11418-3470,11418.0,A23,40.700229,-73.833805,the Rajkumari Cultural Center Inc.
76,76,681,853 MANHATTAN AVENUE,BROOKLYN,,29952,113348710,51428,36047.0,853 MANHATTAN AVENUE BROOKLYN NY 11222-5971,WOVEN SPACES INC,A40,23223.0,53175,NY,853 MANHATTAN AVENUE,Visual Arts,11222-5971,11222.0,A40,40.729096000000006,-73.9539689,Woven Spaces Inc.
77,77,698,1068 DEAN ST,BROOKLYN,,1275,113571476,55656,36047.0,1068 DEAN ST BROOKLYN NY 11216-2908,BY ALL MEANS SAVE SOME CORPORATION,A25,50220.0,51495,NY,1068 DEAN ST,Arts Education,11216-2908,11216.0,A25,40.67722125,-73.9547572922184,by All Means Save Some Corporation
