,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG,TITLE_NAME
10,10,10250,PO BOX 300182,BROOKLYN,0,9000,113163244,1189,36047.0,,COUNCIL OF BARBADIAN ORGANIZATIONS INC NEW YORK,A23,0.0,-926,NY,,Cultural & Ethnic Awareness,11230-0182,11230.0,,,,Council of Barbadian Organizations Inc. New York
11,11,10281,35-22 FARRINGTON ST STE 201,FLUSHING,0,160137,113212678,151618,36081.0,35-22 FARRINGTON ST FLUSHING NY 11354-2827,KOREAN-AMERICAN NAIL SALON ASSOCIATION OF NEW YORK INC,A23,0.0,160137,NY,35-22 FARRINGTON ST,Cultural & Ethnic Awareness,11354-2827,11354.0,,,,Korean-American Nail Salon Association of New York Inc.
12,12,10284,1324 FLATBUSH AVE,BROOKLYN,10200,28395,113216404,144106,36047.0,1324 FLATBUSH AVE BROOKLYN NY 11210-1233,CARIBBEAN CUP INC,A23,99516.0,128130,NY,1324 FLATBUSH AVE,Cultural & Ethnic Awareness,11210-1233,11210.0,,40.6378826,-73.95337625,Caribbean Cup Inc.
13,13,10314,1528 127TH ST,COLLEGE POINT,0,91317,113261970,97518,36081.0,1528 127TH ST COLLEGE POINT NY 11356-2332,KOREAN AIR CONDITIONING & REFRIG ASSOC OF NY INC,A23,0.0,92750,NY,1528 127TH ST,Cultural & Ethnic Awareness,11356-2332,11356.0,,40.776558,-73.841697,Korean Air Conditioning & Refrig Association of NY Inc.
14,14,10320,800 FOOD CENTER DR UNIT 96B,BRONX,0,0,113278319,63062,36005.0,800 FOOD CENTER DR UNIT BRONX NY 10474-0060,KOREAN SEAFOOD ASSOCIATION OF NEW YORK INC,A23,65176.0,65176,NY,800 FOOD CENTER DR UNIT,Cultural & Ethnic Awareness,10474-0060,10474.0,,,,Korean Seafood Association of New York Inc.
15,15,10322,350 5TH AVE FL 59,NEW YORK,0,0,113281373,88415,36061.0,350 5TH AVE NEW YORK NY 10118-5999,IRISH AMERICAN BUILDING SOCIETY INC,A23,53825.0,53825,NY,350 5TH AVE,Cultural & Ethnic Awareness,10118-5999,10118.0,,40.7483271,-73.98565490000001,Irish American Building Society Inc.
16,16,10369,27-04 PARSONS BLVD,FLUSHING,0,57789,113383944,41649,36081.0,27-04 PARSONS BLVD FLUSHING NY 11354-1343,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,A23,0.0,57890,NY,27-04 PARSONS BLVD,Cultural & Ethnic Awareness,11354-1343,11354.0,,,,Korean Medical Pracitioner Association of Greater New York Inc.
17,17,10420,2227 33RD ST,ASTORIA,0,8995,113477797,144469,36081.0,2227 33RD ST ASTORIA NY 11105-2402,PANCRETAN ASSOCIATION OF AMERICA,A23,0.0,115656,NY,2227 33RD ST,Cultural & Ethnic Awareness,11105-2402,11105.0,,40.7698433,-73.916771,Pancretan Association of America
18,18,10793,200 EASTERN PKWY,BROOKLYN,4228,0,116042353,115951,36047.0,200 EASTERN PKWY BROOKLYN NY 11238-6052,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,115674.0,115765,NY,200 EASTERN PKWY,Museums,11238-6052,11238.0,,40.670910799999994,-73.96331573047141,American Federation of State County & Municipal Employees
19,19,10839,10916 JAMAICA AVE,RICHMOND HILL,95739,209919,116102176,216146,36081.0,10916 JAMAICA AVE RICHMOND HILL NY 11418-2334,NATIONAL ASSOCIATION OF LETTER CARRIERS,A23,0.0,209919,NY,10916 JAMAICA AVE,Cultural & Ethnic Awareness,11418-2334,11418.0,,40.699692399999996,-73.8321223,National Association of Letter Carriers
20,20,10920,432 PARK AVE S FL 6,NEW YORK,4102768,0,130417765,7317413,36061.0,432 PARK AVE S NEW YORK NY 10016-8013,ADVERTISING RESEARCH FOUNDATION INC,A03,3209813.0,8204920,NY,432 PARK AVE S,Professional Societies & Associations,10016-8013,10016.0,,40.744215600000004,-73.9836536,Advertising Research Foundation Inc.
21,21,10948,7 PENN PLZ STE 418,NEW YORK,0,0,130453215,215391,36061.0,7 PENN PLZ NEW YORK NY 10001-0024,ASSOCIATION OF MASTER PAINTERS AND DECORATORS OF THE CITY OF NEW YORK,A40,152651.0,132556,NY,7 PENN PLZ,Visual Arts,10001-0024,10001.0,,40.8931283,-73.8205375,Association of Master Painters and Decorators of the City of New York
22,22,11003,275 7TH AVENUE ROOM NO 18TH FL,NEW YORK,0,0,130876693,13869,36061.0,275 7TH AVENUE ROOM NO NEW YORK NY 10001-6708,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,A23,1770.0,15221,NY,275 7TH AVENUE ROOM NO,Cultural & Ethnic Awareness,10001-6708,10001.0,,,,United Italian American Labor Council Inc.
23,23,11052,299 BROADWAY STE 208,NEW YORK,0,0,131101367,145989,36061.0,299 BROADWAY NEW YORK NY 10007-4107,NEW YORK SOCIETY OF ARCHITECTS,A03,126460.0,146810,NY,299 BROADWAY,Professional Societies & Associations,10007-4107,10007.0,,40.715001,-74.0058329,New York Society of Architects
24,24,11107,SEAN MCGOVERN 9230 SPRINGFIELD BLVD,QUEENS VILLAGE,0,0,131426099,21424,36081.0,SEAN MCGOVERN 9230 SPRINGFIELD BLVD QUEENS VILLAGE NY 11428-0000,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,A23,825.0,29448,NY,SEAN MCGOVERN 9230 SPRINGFIELD BLVD,Cultural & Ethnic Awareness,11428-0000,11428.0,,,,United Irish Counties Association of New York Inc.
25,25,11127,536 LAGUARDIA PL,NEW YORK,1222413,0,131505524,3219276,36061.0,536 LAGUARDIA PL NEW YORK NY 10012-1401,AMERICAN INSTITUTE OF ARCHITECTS,A40,2047720.0,3054440,NY,536 LAGUARDIA PL,Visual Arts,10012-1401,10012.0,,40.7284321903634,-73.9987806079963,American Institute of Architects
26,26,11165,125 W 55TH ST,NEW YORK,0,29500,131583260,29174,36061.0,125 W 55TH ST NEW YORK NY 10019-5369,STATION REPRESENTATIVES ASSOCIATION INC,A01,0.0,32410,NY,125 W 55TH ST,Alliances & Advocacy,10019-5369,10019.0,,40.763675899999996,-73.9792182,Station Representatives Association Inc.
27,27,11170,1156 AVENUE OF THE AMERICAS STE 701,NEW YORK,0,0,131589984,33643,36061.0,1156 AVENUE OF THE AMERICAS NEW YORK NY 10036-2702,WOOLMARK AMERICAS INC,A60,57025.0,56616,NY,1156 AVENUE OF THE AMERICAS,Performing Arts,10036-2702,10036.0,,40.756544299999995,-73.9826352,Woolmark Americas Inc.
28,28,11509,1000 5TH AVE,NEW YORK,12991,0,131956457,407370,36061.0,1000 5TH AVE NEW YORK NY 10028-0113,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,409915.0,411628,NY,1000 5TH AVE,Museums,10028-0113,10028.0,,40.77944365,-73.96336411385191,American Federation of State County & Municipal Employees
29,29,11562,45 WEST 14TH STREET,NEW YORK,0,0,132534897,301816,36061.0,45 WEST 14TH STREET NEW YORK NY 10011-7419,PAINTING INDUSTRY FUND BUILDING CORP,A40,339645.0,340112,NY,45 WEST 14TH STREET,Visual Arts,10011-7419,10011.0,,40.737016,-73.9956108,Painting Industry Fund Building Corp.
30,30,11758,244 FIFTH AVE STE L230,NEW YORK,0,21145,132877623,146908,36061.0,244 FIFTH AVE NEW YORK NY 10001-7604,FIXED INCOME ANALYSTS SOCIETY INC,A01,126545.0,149054,NY,244 FIFTH AVE,Alliances & Advocacy,10001-7604,10001.0,,42.9834704942375,-78.705702003414,Fixed Income Analysts Society Inc.
31,31,11872,243 5TH AVE RM 236,NEW YORK,0,11500,132990527,137704,36061.0,243 5TH AVE NEW YORK NY 10016-8703,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,A68,117954.0,130549,NY,243 5TH AVE,Music,10016-8703,10016.0,,40.7442273,-73.9867585,Music Publishers Association of the United States Inc.
32,32,11944,NY TERMINAL MARKET ROOM C27,BRONX,0,0,133071647,123968,36005.0,NY TERMINAL MARKET BRONX NY 10474-0000,KOREAN PRODUCE ASSOCIATION INC,A23,123100.0,123100,NY,NY TERMINAL MARKET,Cultural & Ethnic Awareness,10474-0000,10474.0,,,,Korean Produce Association Inc.
33,33,12014,27 W 20TH ST STE 601,NEW YORK,0,82295,133131629,88632,36061.0,27 W 20TH ST NEW YORK NY 10011-3728,ADVERTISING PHOTOGRAPHER OF AMERICA INC,A40,0.0,82300,NY,27 W 20TH ST,Visual Arts,10011-3728,10011.0,,40.7434266,-73.9998517,Advertising Photographer of America Inc.
34,34,12064,150 W 28TH ST STE 801,NEW YORK,139485,1000,133183002,527451,36061.0,150 W 28TH ST NEW YORK NY 10001-6181,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,A23,608917.0,611427,NY,150 W 28TH ST,Cultural & Ethnic Awareness,10001-6181,10001.0,,40.7467748,-73.9928099028647,Arab Bankers Association of North America Inc.
35,35,12075,101 W 14 BERGEN ST,NEW YORK,0,0,133190575,51853,36047.0,101 W 14 BERGEN ST NEW YORK NY 11201-0000,AMERICAN SOCIETY OF MEDIA PHOTOGRAPHERS INC,A40,0.0,47563,NY,101 W 14 BERGEN ST,Visual Arts,11201-0000,11201.0,,,,American Society of Media Photographers Inc.
36,36,12098,52 VANDERBILT AVE FL 19,NEW YORK,0,134309,133205392,504406,36061.0,52 VANDERBILT AVE NEW YORK NY 10017-3827,WOMENS JEWELRY ASSOCIATION INC,A40,330731.0,470264,NY,52 VANDERBILT AVE,Visual Arts,10017-3827,10017.0,,40.754203600000004,-73.97720079999999,Womens Jewelry Association Inc.
37,37,12109,56 W 45TH ST STE 705,NEW YORK,31325,0,133211019,274320,36061.0,56 W 45TH ST NEW YORK NY 10036-4215,INDIAN DIAMOND & COLORSTONE ASSOC INC,A23,291337.0,293546,NY,56 W 45TH ST,Cultural & Ethnic Awareness,10036-4215,10036.0,,40.756142,-73.9818767173633,Indian Diamond & Colorstone Association Inc.
38,38,12168,201 E 17TH ST APT 28J,NEW YORK,0,1243,133302569,37216,36061.0,201 E 17TH ST NEW YORK NY 10003-3681,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,A54,27830.0,29698,NY,201 E 17TH ST,History Museums,10003-3681,10003.0,,40.735227,-73.98536440000001,New York Division Electric Railroaders Association
39,39,12189,60 E 42ND ST STE 2214,NEW YORK,0,0,133341914,120879,36061.0,60 E 42ND ST NEW YORK NY 10165-6232,GRUPPO ESPONENTI ITALIANI INC,A23,139220.0,139220,NY,60 E 42ND ST,Cultural & Ethnic Awareness,10165-6232,10165.0,,40.7523028,-73.9784305,Gruppo Esponenti Italiani Inc.
40,40,12199,26A DOGWOOD DR,STATEN ISLAND,0,22119,133358453,54812,36085.0,26A DOGWOOD DR STATEN ISLAND NY 10312-1608,U S S INTREPID ASSOCIATION INC,A12,36893.0,61193,NY,26A DOGWOOD DR,Fund Raising & Fund Distribution,10312-1608,10312.0,,40.55144235,-74.1982982522603,U S S Intrepid Association Inc.
41,41,12203,1 CHASE PLAZA STE 13TH FL,NEW YORK,10000,0,133364852,405220,36061.0,1 CHASE PLAZA STE NEW YORK NY 10005-0000,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,A40,496698.0,499098,NY,1 CHASE PLAZA STE,Visual Arts,10005-0000,10005.0,,,,Corning Glass Works Ltd Salaried Employees
42,42,12225,165 WEST 46TH STREET,NEW YORK,0,0,133398825,6000,36061.0,165 WEST 46TH STREET NEW YORK NY 10036-2501,ACTORS EQUITY HOLDING CORPORATION,A65,0.0,840271,NY,165 WEST 46TH STREET,Theater,10036-2501,10036.0,,40.75843,-73.9844645,Actors Equity Holding Corporation
43,43,12239,90 ELIZABETH ST,NEW YORK,0,0,133418616,221225,36061.0,90 ELIZABETH ST NEW YORK NY 10013-5566,CHINESE WEN CHOW ASSOCIATION INC,A23,17100.0,263946,NY,90 ELIZABETH ST,Cultural & Ethnic Awareness,10013-5566,10013.0,,40.7182412,-73.99565926561891,Chinese Wen Chow Association Inc.
44,44,12256,385 5TH AVE,NEW YORK,0,45716,133443010,575752,36061.0,385 5TH AVE NEW YORK NY 10016-3319,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,A23,602750.0,648696,NY,385 5TH AVE,Cultural & Ethnic Awareness,10016-3319,10016.0,,40.74954279999999,-73.9835108,National Chinese American Jewelry Association Inc.
45,45,12270,42 E BROADWAY,NEW YORK,0,0,133471375,2820,36061.0,42 E BROADWAY NEW YORK NY 10002-6803,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,A23,23500.0,12387,NY,42 E BROADWAY,Cultural & Ethnic Awareness,10002-6803,10002.0,,40.713708200000006,-73.9959474,New York Chinese American Bankers Association Inc.
46,46,12355,PO BOX 872,NEW YORK,0,0,133568008,33545,36061.0,,PRIVATE ART DEALERS ASSOCIATION INC,A03,35143.0,35781,NY,,Professional Societies & Associations,10021-0002,10021.0,,,,Private Art Dealers Association Inc.
47,47,12458,205 W 38TH ST RM 5W,NEW YORK,0,92601,133670200,83820,36061.0,205 W 38TH ST NEW YORK NY 10018-4417,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,A23,0.0,92601,NY,205 W 38TH ST,Cultural & Ethnic Awareness,10018-4417,10018.0,,40.7538227,-73.9889979,Korean Apparel Manufactures Association of Greater New York Inc.
48,48,12482,270 PARK AVE,NEW YORK,0,0,133698552,3440000,36061.0,270 PARK AVE NEW YORK NY 10017-2014,QUEENRHIS FUNDING COMPANY,A60,3440000.0,3440000,NY,270 PARK AVE,Performing Arts,10017-2014,10017.0,,40.7558452,-73.9756149658992,Queenrhis Funding Company
49,49,12550,875 W 181ST STREET,NEW YORK,0,66500,133761506,181657,36061.0,875 W 181ST STREET NEW YORK NY 10033-4468,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,A68,73475.0,140315,NY,875 W 181ST STREET,Music,10033-4468,10033.0,,40.851772600000004,-73.9415696,Guitar and Accessories Marketing Association Inc.
50,50,12561,322 8TH AVE FL 21,NEW YORK,0,121210,133772271,168396,36061.0,322 8TH AVE NEW YORK NY 10001-6763,OFF BROADWAY LEAGUE,A65,0.0,121279,NY,322 8TH AVE,Theater,10001-6763,10001.0,,40.7472284,-73.99680409999999,Off Broadway League
51,51,12606,C/O CONSTANTIN USA 575 MADISON AVEN,NEW YORK,0,0,133835380,7772,36061.0,C/O CONSTANTIN USA 575 MADISON AVEN NEW YORK NY 10022-0000,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,A23,2100.0,3890,NY,C/O CONSTANTIN USA 575 MADISON AVEN,Cultural & Ethnic Awareness,10022-0000,10022.0,,,,Committee of French Speaking Societies Inc.
52,52,12621,3370 PRINCE ST STE 703,FLUSHING,0,39250,133853865,94741,36081.0,3370 PRINCE ST FLUSHING NY 11354-2703,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,A23,0.0,39250,NY,3370 PRINCE ST,Cultural & Ethnic Awareness,11354-2703,11354.0,,,,American Association of Chinese Physicians
53,53,12656,270 PARK AVE,NEW YORK,0,0,133893891,13702940,36061.0,270 PARK AVE NEW YORK NY 10017-2014,SIXTH AVENUE ML COMPANY INC,A60,13702940.0,13702940,NY,270 PARK AVE,Performing Arts,10017-2014,10017.0,,40.7558452,-73.9756149658992,Sixth Avenue Ml Company Inc.
54,54,12737,270 PARK AVE,NEW YORK,0,0,134005504,3576590,36061.0,270 PARK AVE NEW YORK NY 10017-2014,RIDGEWAY FUNDING COMPANY INC,A60,3576590.0,3576590,NY,270 PARK AVE,Performing Arts,10017-2014,10017.0,,40.7558452,-73.9756149658992,Ridgeway Funding Company Inc.
55,55,12759,3 W 18TH ST,NEW YORK,0,0,134017838,28610,36061.0,3 W 18TH ST NEW YORK NY 10011-4610,ASSOCIATION OF MUSIC PRODUCERS INC,A68,0.0,27783,NY,3 W 18TH ST,Music,10011-4610,10011.0,,40.7389549,-73.9923463,Association of Music Producers Inc.
56,56,12898,C/O LOCAL UNION 580 501 W 42ND,NEW YORK,55023,0,134192352,410413,36061.0,C/O LOCAL UNION 580 501 W NEW YORK NY 10036-0000,ARCHITECTURAL IRON REALTY CORP,A40,204700.0,204790,NY,C/O LOCAL UNION 580 501 W,Visual Arts,10036-0000,10036.0,,,,Architectural Iron Realty Corp.
57,57,12918,45 E 85TH ST,NEW YORK,0,600,134218359,134809,36061.0,45 E 85TH ST NEW YORK NY 10028-0957,ASSOCIATION OF ART MUSEUM CURATORS,A50,112580.0,113340,NY,45 E 85TH ST,Museums,10028-0957,10028.0,,40.77995665,-73.95842827222509,Association of Art Museum Curators
58,58,13099,247 W 37TH ST FRNT 5,NEW YORK,67363,28437,135493557,145663,36061.0,247 W 37TH ST FRNT NEW YORK NY 10018-5129,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,A23,156971.0,185649,NY,247 W 37TH ST FRNT,Cultural & Ethnic Awareness,10018-5129,10018.0,,,,Cemetery Dept of the Workmens Circle Inc.
59,59,13101,45 WEST 14TH STREET,NEW YORK,0,0,135502139,67915,36061.0,45 WEST 14TH STREET NEW YORK NY 10011-7419,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,A40,0.0,69342,NY,45 WEST 14TH STREET,Visual Arts,10011-7419,10011.0,,40.737016,-73.9956108,International Union of Painters and Allied Trades
60,60,13145,45 EAST 33RD STREET,NEW YORK,0,11500,135562400,59066,36061.0,45 EAST 33RD STREET NEW YORK NY 10016-5336,SOCIAL SERVICE DEPARTMENT OF THE WORKMENS CIRCLE,A23,0.0,27296,NY,45 EAST 33RD STREET,Cultural & Ethnic Awareness,10016-5336,10016.0,,40.74689385,-73.98237420988809,Social Service Department of the Workmens Circle
61,61,13184,307 W 30TH ST,NEW YORK,100459,0,135580391,462234,36061.0,307 W 30TH ST NEW YORK NY 10001-2703,LITHUANIAN ALLIANCE OF AMERICA,A23,0.0,375677,NY,307 W 30TH ST,Cultural & Ethnic Awareness,10001-2703,10001.0,,40.750036,-73.9958068,Lithuanian Alliance of America
62,62,13213,132 NASSAU ST RM 922,NEW YORK,0,281393,135606408,448362,36061.0,132 NASSAU ST NEW YORK NY 10038-2439,NATIONAL LAWYERS GUILD,A20,135204.0,477255,NY,132 NASSAU ST,Arts & Culture,10038-2439,10038.0,,40.7110029,-74.006693,National Lawyers Guild
63,63,13263,355 LEXINGTON AVE FL 15,NEW YORK,0,0,135651681,22875,36061.0,355 LEXINGTON AVE NEW YORK NY 10017-6603,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,A01,29033.0,29033,NY,355 LEXINGTON AVE,Alliances & Advocacy,10017-6603,10017.0,,40.75015225,-73.976476608642,Comics Magazine Association of America Inc.
64,64,13344,400 LAFAYETTE ST FL 4,NEW YORK,0,0,136092225,8345,36061.0,400 LAFAYETTE ST NEW YORK NY 10003-6900,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,A40,0.0,12493,NY,400 LAFAYETTE ST,Visual Arts,10003-6900,10003.0,,40.7280641,-73.9932516,Textile Converters Liquidation Benefit Fund
65,65,13397,79TH ST AND CENTRAL PARK W,NEW YORK,0,0,136117924,126092,36061.0,79TH ST AND CENTRAL PARK W NEW YORK NY 10024-0000,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,123641.0,123859,NY,79TH ST AND CENTRAL PARK W,Museums,10024-0000,10024.0,,,,American Federation of State County & Municipal Employees
66,66,13492,205 LEXINGTON AVE RM 901,NEW YORK,527500,611433,136149730,1220821,36061.0,205 LEXINGTON AVE NEW YORK NY 10016-6022,ART DEALERS ASSOCIATION OF AMERICA INC,A03,337410.0,1414534,NY,205 LEXINGTON AVE,Professional Societies & Associations,10016-6022,10016.0,,40.7452208,-73.9804111,Art Dealers Association of America Inc.
67,67,13751,4534 COURT SQ,LONG IS CITY,0,0,136356709,379079,36081.0,4534 COURT SQ LONG IS CITY NY 11101-4301,MOSAIC AND TERRAZZO VACATION FUND,A40,565269.0,568783,NY,4534 COURT SQ,Visual Arts,11101-4301,11101.0,,40.745984,-73.943678,Mosaic and Terrazzo Vacation Fund
68,68,13808,1501 BROADWAY NO 6TH FL,NEW YORK,0,0,136976195,0,36061.0,1501 BROADWAY NO NEW YORK NY 10036-5601,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,A68,0.0,25358,NY,1501 BROADWAY NO,Music,10036-5601,10036.0,,,,American Federation of Musicians of the US & Canada
69,69,14674,270 PARK AVE,NEW YORK,0,0,141876785,5578001,36061.0,270 PARK AVE NEW YORK NY 10017-2014,SPOKANE BUSINESS & INDUSTRIAL FUNDING COMPANY INC,A60,5578001.0,5578001,NY,270 PARK AVE,Performing Arts,10017-2014,10017.0,,40.7558452,-73.9756149658992,Spokane Business & Industrial Funding Company Inc.
70,70,16020,770 BROADWAY 7TH FLOOR,NEW YORK,0,0,160876072,160181,36061.0,770 BROADWAY NEW YORK NY 10003-9595,NATO THEATRE OWNERS OF NEW YORK STATE INC,A65,69963.0,88580,NY,770 BROADWAY,Theater,10003-9595,10003.0,,40.7308477,-73.9915391,Nato Theatre Owners of New York State Inc.
71,71,18640,37 OVERLOOK TER APT 3E,NEW YORK,0,14000,201575771,56968,36061.0,37 OVERLOOK TER NEW YORK NY 10033-2214,SELF-HELP ASSOCIATION OF AMERICAN RUSSIAN ELDERLY,A23,42153.0,56153,NY,37 OVERLOOK TER,Cultural & Ethnic Awareness,10033-2214,10033.0,,40.853086299999994,-73.9367486524676,Self-Help Association of American Russian Elderly
72,72,19750,29 W 17TH ST FL 10,NEW YORK,389190,630160,203132925,608617,36061.0,29 W 17TH ST NEW YORK NY 10011-5507,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,A68,0.0,634628,NY,29 W 17TH ST,Music,10011-5507,10011.0,,40.7386753,-73.99370019999999,American Association of Independent Music Inc.
73,73,19824,40 E 52ND ST,NEW YORK,180710,0,203246082,1065023,36061.0,40 E 52ND ST NEW YORK NY 10022-5911,NP MUSEUM GARDENS INC,A50,2454614.0,2454733,NY,40 E 52ND ST,Museums,10022-5911,10022.0,,40.758531700000006,-73.974069171577,Np Museum Gardens Inc.
74,74,20226,2038 DAVIDSON AVE,BRONX,0,30615,203834646,25913,36005.0,2038 DAVIDSON AVE BRONX NY 10453-4652,LATINO ASSOCIATION OF TAX PREPARERS INC,A23,0.0,30616,NY,2038 DAVIDSON AVE,Cultural & Ethnic Awareness,10453-4652,10453.0,,40.8535385,-73.9084643499483,Latino Association of Tax Preparers Inc.
75,75,22335,PO BOX 5005,NEW YORK,0,0,208574404,7838,36061.0,,SSPF ALISO CREEK INC,A23,0.0,978008,NY,,Cultural & Ethnic Awareness,10163-5005,10163.0,,,,Sspf Aliso Creek Inc.
76,76,24951,156 WEST 56 TH STREET NO 1804,NEW YORK,0,29750,222701258,191052,36061.0,156 WEST 56 TH STREET NO NEW YORK NY 10019-0000,BOOKBINDERS GUILD OF NEW YORK INC,A20,137637.0,167605,NY,156 WEST 56 TH STREET NO,Arts & Culture,10019-0000,10019.0,,,,Bookbinders Guild of New York Inc.
77,77,32130,730 BROADWAY,NEW YORK,3000,0,237055265,566278,36061.0,730 BROADWAY NEW YORK NY 10003-9502,ST LOUIS TEXTILE PROCESSORS LOCAL 108 WELFARE FUND GROUP 1200,A40,31251.0,16844,NY,730 BROADWAY,Visual Arts,10003-9502,10003.0,,40.729335299999995,-73.99313120000001,St Louis Textile Processors Local 108 Welfare Fund Group 1200
78,78,35837,121 SAINT JOHNS PL,BROOKLYN,0,7822,237166317,25486,36047.0,121 SAINT JOHNS PL BROOKLYN NY 11217-3401,PROFESSIONAL PHOTOGRAPHERS OF GREATER NY INC,A40,19152.0,27006,NY,121 SAINT JOHNS PL,Visual Arts,11217-3401,11217.0,,40.67713155,-73.97534909999999,Professional Photographers of Greater NY Inc.
