,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG,TITLE_NAME
15,15,10431,PO BOX 2222,NEW YORK,0,0,113163244,8095,36061.0,,COUNCIL OF BARBADIAN ORGANIZATIONS INC NEW YORK,A23,300.0,1807,NY,,Cultural & Ethnic Awareness,10008-2222,10008.0,,,,Council of Barbadian Organizations Inc. New York
16,16,10466,35-30 FARRINGTON ST 2FL,FLUSHING,0,233075,113212678,232361,36081.0,35-30 FARRINGTON ST FLUSHING NY 11354-2827,KOREAN-AMERICAN NAIL SALON ASSOCIATION OF NEW YORK INC,A23,0.0,233075,NY,35-30 FARRINGTON ST,Cultural & Ethnic Awareness,11354-2827,11354.0,,,,Korean-American Nail Salon Association of New York Inc.
17,17,10468,1324 FLATBUSH AVE,BROOKLYN,12000,0,113216404,119361,36047.0,1324 FLATBUSH AVE BROOKLYN NY 11210-1233,CARIBBEAN CUP INC,A23,115706.0,115706,NY,1324 FLATBUSH AVE,Cultural & Ethnic Awareness,11210-1233,11210.0,,40.6378826,-73.95337625,Caribbean Cup Inc.
18,18,10479,,,0,0,113234458,68622,36081.0,,MOVEMENT OF THE CHILDREN DANCENTER INC,A62,67840.0,67840,NY,,Dance,11436,11436.0,,,,Movement of the Children Dancenter Inc.
19,19,10484,8101 FURMANVILLE AVE,MIDDLE VLG,0,0,113238845,52497,36081.0,8101 FURMANVILLE AVE MIDDLE VLG NY 11379-2315,A I A QUEENS INC,A40,17961.0,48855,NY,8101 FURMANVILLE AVE,Visual Arts,11379-2315,11379.0,,,,a I a Queens Inc.
20,20,10496,4503 37TH ST,LONG IS CITY,0,94985,113261970,89052,36081.0,4503 37TH ST LONG IS CITY NY 11101-1801,KOREAN AIR CONDITIONING AND REFRIGERATION ASSOCIATION OF NEW,A23,0.0,94985,NY,4503 37TH ST,Cultural & Ethnic Awareness,11101-1801,11101.0,,,,Korean Air Conditioning and Refrigeration Association of New
21,21,10504,800 FOOD CENTER DR UNIT 96B,BRONX,0,41920,113278319,53517,36005.0,800 FOOD CENTER DR UNIT BRONX NY 10474-0060,KOREAN SEAFOOD ASSOCIATION OF NEW YORK INC,A23,0.0,41920,NY,800 FOOD CENTER DR UNIT,Cultural & Ethnic Awareness,10474-0060,10474.0,,,,Korean Seafood Association of New York Inc.
22,22,10506,10 ROCKEFELLER PLZ STE 900,NEW YORK,0,0,113281373,132480,36061.0,10 ROCKEFELLER PLZ NEW YORK NY 10020-1903,IRISH AMERICAN BUILDING SOCIETY INC,A23,149766.0,151265,NY,10 ROCKEFELLER PLZ,Cultural & Ethnic Awareness,10020-1903,10020.0,,40.757976,-73.9794142,Irish American Building Society Inc.
23,23,10552,27 04 PARSONS BLVD,FLUSHING,0,94228,113383944,84364,36081.0,27 04 PARSONS BLVD FLUSHING NY 11354-1343,KOREAN MEDICAL PRACITIONER ASSOC OF GREATER NEW YORK INC,A23,0.0,94416,NY,27 04 PARSONS BLVD,Cultural & Ethnic Awareness,11354-1343,11354.0,,,,Korean Medical Pracitioner Association of Greater New York Inc.
24,24,10603,2227 33RD ST,ASTORIA,0,8995,113477797,144469,36081.0,2227 33RD ST ASTORIA NY 11105-2402,SYLLOGOS KRETON MINOS INC,A23,0.0,115656,NY,2227 33RD ST,Cultural & Ethnic Awareness,11105-2402,11105.0,,40.7698433,-73.916771,Syllogos Kreton Minos Inc.
25,25,10985,200 EASTERN PKWY,BROOKLYN,3514,0,116042353,111077,36047.0,200 EASTERN PKWY BROOKLYN NY 11238-6052,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,115164.0,115771,NY,200 EASTERN PKWY,Museums,11238-6052,11238.0,,40.670910799999994,-73.96331573047141,American Federation of State County & Municipal Employees
26,26,11033,10916 JAMAICA AVE,RICHMOND HILL,100667,0,116102176,216080,36081.0,10916 JAMAICA AVE RICHMOND HILL NY 11418-2334,NATIONAL ASSOCIATION OF LETTER CARRIERS,A23,0.0,214627,NY,10916 JAMAICA AVE,Cultural & Ethnic Awareness,11418-2334,11418.0,,40.699692399999996,-73.8321223,National Association of Letter Carriers
27,27,11111,432 PARK AVE S FL 6,NEW YORK,3207445,0,130417765,6578858,36061.0,432 PARK AVE S NEW YORK NY 10016-8013,ADVERTISING RESEARCH FOUNDATION INC,A03,6481170.0,6830948,NY,432 PARK AVE S,Professional Societies & Associations,10016-8013,10016.0,,40.744215600000004,-73.9836536,Advertising Research Foundation Inc.
28,28,11141,50 E 42ND ST RM 506,NEW YORK,0,0,130453215,166432,36061.0,50 E 42ND ST NEW YORK NY 10017-5436,PAINTING & DECORATING CONTRACTORS OF AMERICA,A40,100863.0,91351,NY,50 E 42ND ST,Visual Arts,10017-5436,10017.0,,40.7525361,-73.9790574,Painting & Decorating Contractors of America
29,29,11199,275 7TH AVE 18TH FLR,NEW YORK,0,0,130876693,8710,36061.0,275 7TH AVE NEW YORK NY 10001-6708,UNITED ITALIAN AMERICAN LABOR COUNCIL INC,A23,1965.0,4628,NY,275 7TH AVE,Cultural & Ethnic Awareness,10001-6708,10001.0,,40.745544,-73.9943954,United Italian American Labor Council Inc.
30,30,11211,6 E 87TH ST,NEW YORK,77426,92000,130971750,126139,36061.0,6 E 87TH ST NEW YORK NY 10128-0505,LIEDERKRANZ OF THE CITY OF NEW YORK,A6A,43582.0,135832,NY,6 E 87TH ST,Opera,10128-0505,10128.0,,40.778551,-73.95124799999999,Liederkranz of the City of New York
31,31,11252,299 BROADWAY STE 206,NEW YORK,48089,0,131101367,188680,36061.0,299 BROADWAY NEW YORK NY 10007-4107,NEW YORK SOCIETY OF ARCHITECTS,A03,161217.0,181772,NY,299 BROADWAY,Professional Societies & Associations,10007-4107,10007.0,,40.715001,-74.0058329,New York Society of Architects
32,32,11308,7 E 235TH ST,BRONX,0,0,131426099,39817,36005.0,7 E 235TH ST BRONX NY 10470-1901,UNITED IRISH COUNTIES ASSOCIATION OF NEW YORK INC,A23,760.0,19328,NY,7 E 235TH ST,Cultural & Ethnic Awareness,10470-1901,10470.0,,40.8970104,-73.8758594508532,United Irish Counties Association of New York Inc.
33,33,11328,536 LAGUARDIA PL,NEW YORK,1059202,0,131505524,3140295,36061.0,536 LAGUARDIA PL NEW YORK NY 10012-1401,AMERICAN INSTITUTE OF ARCHITECTS,A40,1115552.0,3221279,NY,536 LAGUARDIA PL,Visual Arts,10012-1401,10012.0,,40.7284321903634,-73.9987806079963,American Institute of Architects
34,34,11369,1230 AVE OF THE AMERICAS 7THFL,NEW YORK,30859,9000,131589984,116902,36061.0,1230 AVE OF THE AMERICAS NEW YORK NY 10020-0000,WOOLMARK AMERICAS INC,A60,97797.0,108684,NY,1230 AVE OF THE AMERICAS,Performing Arts,10020-0000,10020.0,,40.75893370000001,-73.9808983,Woolmark Americas Inc.
35,35,11718,1000 5TH AVE,NEW YORK,17906,0,131956457,369848,36061.0,1000 5TH AVE NEW YORK NY 10028-0113,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,413700.0,419921,NY,1000 5TH AVE,Museums,10028-0113,10028.0,,40.77944365,-73.96336411385191,American Federation of State County & Municipal Employees
36,36,11772,45 W 14TH ST,NEW YORK,0,0,132534897,250186,36061.0,45 W 14TH ST NEW YORK NY 10011-7419,PAINTING INDUSTRY FUND BUILDING CORP,A40,325171.0,330593,NY,45 W 14TH ST,Visual Arts,10011-7419,10011.0,,40.737016,-73.9956108,Painting Industry Fund Building Corp.
37,37,11975,360 MADISON AVE STE 15FL,NEW YORK,0,0,132877623,183115,36061.0,360 MADISON AVE NEW YORK NY 10017-7111,FIXED INCOME ANALYSTS SOCIETY INC HARRHANSEN MGMT INC,A01,184177.0,188932,NY,360 MADISON AVE,Alliances & Advocacy,10017-7111,10017.0,,40.7551081,-73.97780870000001,Fixed Income Analysts Society Inc. Harrhansen Mgmt Inc.
38,38,12093,243 5TH AVE,NEW YORK,0,0,132990527,101216,36061.0,243 5TH AVE NEW YORK NY 10016-8703,MUSIC PUBLISHERS ASSOCIATION OF THE UNITED STATES INC,A68,219395.0,221880,NY,243 5TH AVE,Music,10016-8703,10016.0,,40.7442273,-73.9867585,Music Publishers Association of the United States Inc.
39,39,12172,NY TERMINAL MARKET ROOM C27,BRONX,0,0,133071647,117977,36005.0,NY TERMINAL MARKET BRONX NY 10474-0000,KOREAN PRODUCE ASSOCIATION INC,A23,118340.0,118340,NY,NY TERMINAL MARKET,Cultural & Ethnic Awareness,10474-0000,10474.0,,,,Korean Produce Association Inc.
40,40,12240,27 W 20TH ST STE 601,NEW YORK,0,41827,133131629,46974,36061.0,27 W 20TH ST NEW YORK NY 10011-3728,ADVERTISING PHOTOGRAPHER OF AMERICA INC,A40,0.0,41845,NY,27 W 20TH ST,Visual Arts,10011-3728,10011.0,,40.7434266,-73.9998517,Advertising Photographer of America Inc.
41,41,12246,3625 BAINBRIDGE AVE,BRONX,0,0,133132781,117841,36005.0,3625 BAINBRIDGE AVE BRONX NY 10467-1168,3680 HOLDING COMPANY INC,A60,117826.0,117841,NY,3625 BAINBRIDGE AVE,Performing Arts,10467-1168,10467.0,,40.885237909411295,-73.8777879600377,3680 Holding Company Inc.
42,42,12264,14602 89TH AVE,JAMAICA,3980,0,133154895,72405,36081.0,14602 89TH AVE JAMAICA NY 11435-3638,INDIAN DENTAL ASSOCIATION USA INC,A23,86785.0,93439,NY,14602 89TH AVE,Cultural & Ethnic Awareness,11435-3638,11435.0,,40.704671999999995,-73.805648,Indian Dental Association USA Inc.
43,43,12292,420 LEXINGTON AVE RM 2034,NEW YORK,71726,0,133183002,388085,36061.0,420 LEXINGTON AVE NEW YORK NY 10170-0012,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,A23,472240.0,479606,NY,420 LEXINGTON AVE,Cultural & Ethnic Awareness,10170-0012,10170.0,,40.688204799999994,-73.9443976303818,Arab Bankers Association of North America Inc.
44,44,12300,101 W 23RD ST 2343,NEW YORK,0,0,133190575,27981,36061.0,101 W 23RD ST NEW YORK NY 10011-2490,AMERICAN SOCIETY OF MEDIA PHOTOGRAPHERS INC,A40,38918.0,38917,NY,101 W 23RD ST,Visual Arts,10011-2490,10011.0,,40.743255700000006,-73.99324279999999,American Society of Media Photographers Inc.
45,45,12334,56 W 45TH ST STE 705,NEW YORK,21600,0,133211019,354643,36061.0,56 W 45TH ST NEW YORK NY 10036-4215,INDIAN DIAMOND & COLORSTONE ASSOC INC,A23,342750.0,348911,NY,56 W 45TH ST,Cultural & Ethnic Awareness,10036-4215,10036.0,,40.756142,-73.9818767173633,Indian Diamond & Colorstone Association Inc.
46,46,12374,32 BROADWAY STE 1114,NEW YORK,0,0,133251595,15394,36061.0,32 BROADWAY NEW YORK NY 10004-1612,GRAPHIC ARTISTS GUILD OF NEW YORK,A40,27198.0,27205,NY,32 BROADWAY,Visual Arts,10004-1612,10004.0,,40.70578665,-74.01271280858609,Graphic Artists Guild of New York
47,47,12397,201 E 17TH ST APT 28J,NEW YORK,0,1029,133302569,43013,36061.0,201 E 17TH ST NEW YORK NY 10003-3681,NEW YORK DIVISION ELECTRIC RAILROADERS ASSOCIATION,A54,38662.0,40353,NY,201 E 17TH ST,History Museums,10003-3681,10003.0,,40.735227,-73.98536440000001,New York Division Electric Railroaders Association
48,48,12414,60 E 42ND ST RM 1341,NEW YORK,0,0,133341914,173223,36061.0,60 E 42ND ST NEW YORK NY 10165-1341,GRUPPO ESPONENTI ITALIANI INC,A23,156438.0,157474,NY,60 E 42ND ST,Cultural & Ethnic Awareness,10165-1341,10165.0,,40.7523028,-73.9784305,Gruppo Esponenti Italiani Inc.
49,49,12425,3333 HENRY HUDSON PKWY,BRONX,0,9050,133358453,51610,36005.0,3333 HENRY HUDSON PKWY BRONX NY 10463-3224,U S S INTREPID ASSOCIATION INC,A12,39485.0,54494,NY,3333 HENRY HUDSON PKWY,Fund Raising & Fund Distribution,10463-3224,10463.0,,40.8800573,-73.918883,U S S Intrepid Association Inc.
50,50,12429,1 CHASE PLAZA STE 13TH FL,NEW YORK,8000,0,133364852,408601,36061.0,1 CHASE PLAZA STE NEW YORK NY 10005-0000,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,A40,1292510.0,1347528,NY,1 CHASE PLAZA STE,Visual Arts,10005-0000,10005.0,,,,Corning Glass Works Ltd Salaried Employees
51,51,12450,,,0,29089,133395530,81264,36061.0,,CHUNG KUO KUO MIN TANG INC,A23,0.0,145287,NY,,Cultural & Ethnic Awareness,10013,10013.0,,,,Chung Kuo Kuo Min Tang Inc.
52,52,12453,165 W 46TH ST,NEW YORK,0,0,133398825,6000,36061.0,165 W 46TH ST NEW YORK NY 10036-2501,ACTORS EQUITY HOLDING CORPORATION,A65,0.0,840753,NY,165 W 46TH ST,Theater,10036-2501,10036.0,,40.75843,-73.9844645,Actors Equity Holding Corporation
53,53,12468,90 ELIZABETH STREET,NEW YORK,0,0,133418616,133641,36061.0,90 ELIZABETH STREET NEW YORK NY 10013-5566,CHINESE WEN CHOW ASSOCIATION INC,A23,11970.0,148393,NY,90 ELIZABETH STREET,Cultural & Ethnic Awareness,10013-5566,10013.0,,40.7182412,-73.99565926561891,Chinese Wen Chow Association Inc.
54,54,12491,385 5TH AVE,NEW YORK,0,109891,133443010,283904,36061.0,385 5TH AVE NEW YORK NY 10016-3319,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,A23,147909.0,259349,NY,385 5TH AVE,Cultural & Ethnic Awareness,10016-3319,10016.0,,40.74954279999999,-73.9835108,National Chinese American Jewelry Association Inc.
55,55,12506,27 E BROADWAY,NEW YORK,0,0,133471375,11591,36061.0,27 E BROADWAY NEW YORK NY 10002-6804,NEW YORK CHINESE AMERICAN BANKERS ASSOCIATION INC,A23,27750.0,7276,NY,27 E BROADWAY,Cultural & Ethnic Awareness,10002-6804,10002.0,,40.7132311,-73.99670456054142,New York Chinese American Bankers Association Inc.
56,56,12537,470 PARK AVE S FRNT 2,NEW YORK,22250,0,133498699,66503,36061.0,470 PARK AVE S FRNT NEW YORK NY 10016-6819,GLOBAL PUBLIC AFFAIRS INSTITUTE INC,A01,30500.0,30198,NY,470 PARK AVE S FRNT,Alliances & Advocacy,10016-6819,10016.0,,,,Global Public Affairs Institute Inc.
57,57,12547,13 E 16TH ST FL 6,NEW YORK,317239,436075,133506309,774407,36061.0,13 E 16TH ST NEW YORK NY 10003-3114,UNITED STATES ASSOCIATION OF IMPORTERS OF TEXTILES AND APPAREL,A40,0.0,729047,NY,13 E 16TH ST,Visual Arts,10003-3114,10003.0,,40.7371018,-73.9915551856737,United States Association of Importers of Textiles and Apparel
58,58,12599,PO BOX 872,NEW YORK,0,0,133568008,33275,36061.0,,PRIVATE ART DEALERS ASSOCIATION INC,A03,31038.0,32454,NY,,Professional Societies & Associations,10021-0002,10021.0,,,,Private Art Dealers Association Inc.
59,59,12707,242 W 38TH ST,NEW YORK,0,95227,133670200,99936,36061.0,242 W 38TH ST NEW YORK NY 10018-5804,KOREAN APPAREL MANUFACTURES ASSOC OF GREATER NEW YORK INC,A23,0.0,95227,NY,242 W 38TH ST,Cultural & Ethnic Awareness,10018-5804,10018.0,,40.75389835,-73.9902877853756,Korean Apparel Manufactures Association of Greater New York Inc.
60,60,12731,245 PARK AVE,NEW YORK,0,0,133698552,3440000,36061.0,245 PARK AVE NEW YORK NY 10167-0002,QUEENRHIS FUNDING COMPANY,A60,3440000.0,3440000,NY,245 PARK AVE,Performing Arts,10167-0002,10167.0,,40.7546124,-73.97467189558441,Queenrhis Funding Company
61,61,12793,PO BOX 757,NEW YORK,0,188100,133761506,175341,36061.0,,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,A68,75000.0,263732,NY,,Music,10033-0595,10033.0,,,,Guitar and Accessories Marketing Association Inc.
62,62,12805,322 8TH AVE FL 21,NEWYORK,0,22775,133772271,32901,36061.0,322 8TH AVE NEWYORK NY 10001-6763,LEAGUE OF OFF-BROADWAY THEATRES AND PRODUCERS INC,A65,950.0,25161,NY,322 8TH AVE,Theater,10001-6763,10001.0,,,,League of Off-Broadway Theatres and Producers Inc.
63,63,12815,PO BOX 5005,NEW YORK,0,0,133781444,1881779,36061.0,,WALNUT CREEK PROPERTIES INC,A23,4412456.0,42820362,NY,,Cultural & Ethnic Awareness,10163-5005,10163.0,,,,Walnut Creek Properties Inc.
64,64,12860,192 LEXINGTON AVE RM 1101,NEW YORK,0,0,133835380,9085,36061.0,192 LEXINGTON AVE NEW YORK NY 10016-6823,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,A23,2818.0,13373,NY,192 LEXINGTON AVE,Cultural & Ethnic Awareness,10016-6823,10016.0,,40.745053600000006,-73.9808817,Committee of French Speaking Societies Inc.
65,65,12880,3370 PRINCE ST STE 703,FLUSHING,0,39250,133853865,94741,36081.0,3370 PRINCE ST FLUSHING NY 11354-2703,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,A23,0.0,39250,NY,3370 PRINCE ST,Cultural & Ethnic Awareness,11354-2703,11354.0,,,,American Association of Chinese Physicians
66,66,12907,PO BOX 1050,NEW YORK,0,0,133873175,41458,36061.0,,NETWORK OF INDIAN PROFESSIONALS INC,A23,54441.0,54542,NY,,Cultural & Ethnic Awareness,10116-1050,10116.0,,,,Network of Indian Professionals Inc.
67,67,12922,245 PARK AVE,NEW YORK,0,0,133893891,9454052,36061.0,245 PARK AVE NEW YORK NY 10167-0002,SIXTH AVENUE ML COMPANY INC,A60,9454052.0,9454052,NY,245 PARK AVE,Performing Arts,10167-0002,10167.0,,40.7546124,-73.97467189558441,Sixth Avenue Ml Company Inc.
68,68,12979,,,0,28730,133967440,25814,36061.0,,CONCERNED FILIPINOS FOR UNITY INC,A23,3850.0,32580,NY,,Cultural & Ethnic Awareness,10032,10032.0,,,,Concerned Filipinos for Unity Inc.
69,69,12988,1251 AVE OF THE AMERICAS 35TH FLR,NEW YORK,0,0,133975917,0,36061.0,1251 AVE OF THE AMERICAS NEW YORK NY 10020-1104,CRYSTAL CREEK INVESTMENT GROUP INC,A23,0.0,33841560,NY,1251 AVE OF THE AMERICAS,Cultural & Ethnic Awareness,10020-1104,10020.0,,40.7600411,-73.98189034217809,Crystal Creek Investment Group Inc.
70,70,13020,245 PARK AVE,NEW YORK,0,0,134005504,3576290,36061.0,245 PARK AVE NEW YORK NY 10167-0002,RIDGEWAY FUNDING COMPANY INC,A60,3576290.0,3576290,NY,245 PARK AVE,Performing Arts,10167-0002,10167.0,,40.7546124,-73.97467189558441,Ridgeway Funding Company Inc.
71,71,13045,3 W 18TH ST,NEW YORK,0,0,134017838,40220,36061.0,3 W 18TH ST NEW YORK NY 10011-4610,ASSOCIATION OF MUSIC PRODUCERS INC,A68,49973.0,49973,NY,3 W 18TH ST,Music,10011-4610,10011.0,,40.7389549,-73.9923463,Association of Music Producers Inc.
72,72,13195,501 W 42ND ST,NEW YORK,48560,0,134192352,576722,36061.0,501 W 42ND ST NEW YORK NY 10036-6205,ARCHITECTURAL IRON REALTY CORP,A40,204700.0,204700,NY,501 W 42ND ST,Visual Arts,10036-6205,10036.0,,40.759908200000005,-73.9957292,Architectural Iron Realty Corp.
73,73,13215,45 E 85TH ST,NEW YORK,0,602,134218359,160333,36061.0,45 E 85TH ST NEW YORK NY 10028-0957,ASSOCIATION OF ART MUSEUM CURATORS,A50,0.0,114530,NY,45 E 85TH ST,Museums,10028-0957,10028.0,,40.77995665,-73.95842827222509,Association of Art Museum Curators
74,74,13418,45 E 33RD ST,NEW YORK,77283,32089,135493557,152756,36061.0,45 E 33RD ST NEW YORK NY 10016-5336,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,A23,92141.0,126592,NY,45 E 33RD ST,Cultural & Ethnic Awareness,10016-5336,10016.0,,40.74689385,-73.98237420988809,Cemetery Dept of the Workmens Circle Inc.
75,75,13420,45 W 14TH ST,NEW YORK,5370,0,135502139,62461,36061.0,45 W 14TH ST NEW YORK NY 10011-7419,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,A40,72837.0,72837,NY,45 W 14TH ST,Visual Arts,10011-7419,10011.0,,40.737016,-73.9956108,International Union of Painters and Allied Trades
76,76,13502,307 W 30TH ST,NEW YORK,0,0,135580391,313551,36061.0,307 W 30TH ST NEW YORK NY 10001-2703,LITHUANIAN ALLIANCE OF AMERICA,A23,52355.0,148604,NY,307 W 30TH ST,Cultural & Ethnic Awareness,10001-2703,10001.0,,40.750036,-73.9958068,Lithuanian Alliance of America
77,77,13533,126 UNIVERSITY PL APT 5,NEW YORK,210009,409860,135606408,570667,36061.0,126 UNIVERSITY PL NEW YORK NY 10003-4571,NATIONAL LAWYERS GUILD,A20,123887.0,537653,NY,126 UNIVERSITY PL,Arts & Culture,10003-4571,10003.0,,40.73491955,-73.9922924589038,National Lawyers Guild
78,78,13585,225 W 39TH ST RM 302,NEW YORK,0,0,135647466,21314,36061.0,225 W 39TH ST NEW YORK NY 10018-3148,PLEATERS STITCHERS & EMBROIDERERS ASSN INC,A40,19927.0,25613,NY,225 W 39TH ST,Visual Arts,10018-3148,10018.0,,40.7546633,-73.98928690000001,Pleaters Stitchers & Embroiderers Assn Inc.
79,79,13588,355 LEXINGTON AVE FL 17,NEW YORK,0,0,135651681,44454,36061.0,355 LEXINGTON AVE NEW YORK NY 10017-6603,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,A01,10150.0,38834,NY,355 LEXINGTON AVE,Alliances & Advocacy,10017-6603,10017.0,,40.75015225,-73.976476608642,Comics Magazine Association of America Inc.
80,80,13672,400 LAFAYETTE ST RM 4,NEW YORK,0,0,136092225,11122,36061.0,400 LAFAYETTE ST NEW YORK NY 10003-6900,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,A40,0.0,23610,NY,400 LAFAYETTE ST,Visual Arts,10003-6900,10003.0,,40.7280641,-73.9932516,Textile Converters Liquidation Benefit Fund
81,81,13725,125 BARCLAY ST,NEW YORK,0,0,136117924,17242,36061.0,125 BARCLAY ST NEW YORK NY 10007-2233,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,A50,0.0,25959,NY,125 BARCLAY ST,Museums,10007-2233,10007.0,,40.71457855,-74.0129611722525,American Federation of State County & Municipal Employees
